id,period,subject,municipality,settlement,oktmo,water_body,indicator,hazard_class,cnt_cases,value_min,value_max,unit,indicator,pdk_hazard_class,pdk_value,date_start,date_end,ingredient_npa,in_period,concentration_mg_l
18,2008-01-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,110.0,110.0,ПДК,,,,,,,,
33,2008-02-29,Вологодская область,Сокольский район,г. Сокол,19638101001,р. Пельшма,БПК5,0,1,27.0,27.0,ПДК,,,,,,,,
56,2008-02-29,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,163.0,163.0,ПДК,,,,,,,,
77,2008-03-31,Вологодская область,Сокольский район,г. Сокол,19638101001,р. Пельшма,БПК5,0,1,31.0,31.0,ПДК,,,,,,,,
131,2008-04-30,Курганская область,Звериноголовский район,с. Звериноголовское,37609418101,р. Тобол,Взвешенные вещества,0,1,65.0,65.0,ПДК,,,,,,,,
146,2008-04-30,Пермский край,Пермь,г. Пермь,57701000001,вдхр. Воткинское,Взвешенные вещества,0,1,645.0,645.0,ПДК,,,,,,,,
147,2008-04-30,Пермский край,Пермь,г. Пермь,57701000001,вдхр. Камское,Взвешенные вещества,0,1,75.0,75.0,ПДК,,,,,,,,
148,2008-04-30,Пермский край,Чернушинский район,г. Чернушка,57757000001,р. Быстрый Танып,Взвешенные вещества,0,1,90.0,90.0,ПДК,,,,,,,,
149,2008-04-30,Пермский край,Кудымкар,г. Кудымкар,57851000001,р. Иньва,Взвешенные вещества,0,1,52.0,52.0,ПДК,,,,,,,,
153,2008-04-30,Пермский край,Лысьва,г. Лысьва,57726000001,р. Лысьва,Взвешенные вещества,0,1,62.0,62.0,ПДК,,,,,,,,
154,2008-04-30,Пермский край,Карагайский район,с. Рождественск,57622434101,р. Обва,Взвешенные вещества,0,1,58.0,58.0,ПДК,,,,,,,,
157,2008-04-30,Пермский край,Кунгур,г. Кунгур,57722000001,р. Сылва,Взвешенные вещества,0,1,178.0,178.0,ПДК,,,,,,,,
158,2008-04-30,Пермский край,Кунгур,г. Кунгур,57722000001,р. Сылва,Взвешенные вещества,0,1,145.0,145.0,ПДК,,,,,,,,
161,2008-04-30,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,71.0,71.0,ПДК,,,,,,,,
162,2008-04-30,Свердловская область,Белоярский городской округ,с. Колюткино,65706000201,р. Исеть,Взвешенные вещества,0,1,51.0,51.0,ПДК,,,,,,,,
165,2008-04-30,Свердловская область,Берёзовский городской округ,г. Березовский,65731000001,р. Пышма,Взвешенные вещества,0,1,59.0,59.0,ПДК,,,,,,,,
167,2008-04-30,Свердловская область,Камышловский городской округ,г. Камышлов,65741000001,р. Пышма,Взвешенные вещества,0,1,114.0,114.0,ПДК,,,,,,,,
168,2008-04-30,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,60.0,60.0,ПДК,,,,,,,,
169,2008-04-30,Свердловская область,Режевской городской округ,г. Реж,65720000001,р. Реж,Взвешенные вещества,0,1,116.0,116.0,ПДК,,,,,,,,
170,2008-04-30,Свердловская область,Далматовский район,с. Першинское,37608467101,р. Теча,Взвешенные вещества,0,1,99.0,99.0,ПДК,,,,,,,,
180,2008-04-30,Удмуртская Республика,Граховский,с. Грахово,94612422101,р. Адамка,Взвешенные вещества,0,1,117.0,117.0,ПДК,,,,,,,,
181,2008-04-30,Удмуртская Республика,Граховский,с. Грахово,94612422101,р. Адамка,Взвешенные вещества,0,1,249.0,249.0,ПДК,,,,,,,,
182,2008-04-30,Удмуртская Республика,Граховский,с. Грахово,94612422101,р. Адамка,Взвешенные вещества,0,1,464.0,464.0,ПДК,,,,,,,,
183,2008-04-30,Удмуртская Республика,Сарапул,г. Сарапул,94740000001,р. Кама,Взвешенные вещества,0,1,139.0,139.0,ПДК,,,,,,,,
184,2008-04-30,Удмуртская Республика,Сарапул,г. Сарапул,94740000001,р. Кама,Взвешенные вещества,0,1,84.0,84.0,ПДК,,,,,,,,
185,2008-04-30,Удмуртская Республика,Игринский,п. Игра,94618415101,р. Лоза,Взвешенные вещества,0,1,115.0,115.0,ПДК,,,,,,,,
186,2008-04-30,Удмуртская Республика,Воткинский,д. Гавриловка,94608420101,р. Сива,Взвешенные вещества,0,1,206.0,206.0,ПДК,,,,,,,,
187,2008-04-30,Удмуртская Республика,Воткинский,д. Гавриловка,94608420101,р. Сива,Взвешенные вещества,0,1,53.0,53.0,ПДК,,,,,,,,
188,2008-04-30,Удмуртская Республика,Воткинский,д. Гавриловка,94608420101,р. Сива,Взвешенные вещества,0,1,181.0,181.0,ПДК,,,,,,,,
189,2008-04-30,Удмуртская Республика,Глазов,г. Глазов,94720000001,р. Чепца,Взвешенные вещества,0,1,80.0,80.0,ПДК,,,,,,,,
190,2008-04-30,Удмуртская Республика,Кезский,с. Полом,94624455101,р. Чепца,Взвешенные вещества,0,1,83.0,83.0,ПДК,,,,,,,,
197,2008-05-31,Курганская область,Шадринск,г. Шадринск,37705000001,р. Исеть,Взвешенные вещества,0,1,175.0,175.0,ПДК,,,,,,,,
198,2008-05-31,Курганская область,Шадринск,г. Шадринск,37705000001,р. Исеть,Взвешенные вещества,0,1,58.0,58.0,ПДК,,,,,,,,
199,2008-05-31,Курганская область,Шатровский район,с. Мехонское,37640440101,р. Исеть,Взвешенные вещества,0,1,88.0,88.0,ПДК,,,,,,,,
200,2008-05-31,Курганская область,Далматовский район,с. Першинское,37608467101,р. Теча,Взвешенные вещества,0,1,70.0,70.0,ПДК,,,,,,,,
201,2008-05-31,Магаданская область,Ягоднинский,п. Оротукан,44722000071,р. Оротукан,Взвешенные вещества,0,1,204.0,204.0,ПДК,,,,,,,,
211,2008-05-31,Пермский край,Красновишерский район,г. Красновишерск,57760000001,р. Вишера,Взвешенные вещества,0,1,62.0,62.0,ПДК,,,,,,,,
214,2008-05-31,Пермский край,Чердынский район,г. Чердынь,57756000001,р. Колва,Взвешенные вещества,0,1,84.0,84.0,ПДК,,,,,,,,
216,2008-05-31,Пермский край,Чусовской район,г. Чусовой,57758000001,р. Чусовая,Взвешенные вещества,0,1,64.0,64.0,ПДК,,,,,,,,
217,2008-05-31,Пермский край,Красновишерский район,д. Нижняя Язьва,57760000286,р. Язьва,Взвешенные вещества,0,1,82.0,82.0,ПДК,,,,,,,,
221,2008-05-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,100.0,100.0,ПДК,,,,,,,,
222,2008-05-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,53.0,53.0,ПДК,,,,,,,,
223,2008-05-31,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Взвешенные вещества,0,1,55.0,55.0,ПДК,,,,,,,,
224,2008-05-31,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Взвешенные вещества,0,1,63.0,63.0,ПДК,,,,,,,,
225,2008-05-31,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Взвешенные вещества,0,1,87.0,87.0,ПДК,,,,,,,,
226,2008-05-31,Свердловская область,Каменский городской округ,д. Бекленищева,65712000106,р. Исеть,Взвешенные вещества,0,1,72.0,72.0,ПДК,,,,,,,,
227,2008-05-31,Свердловская область,Белоярский городской округ,с. Колюткино,65706000201,р. Исеть,Взвешенные вещества,0,1,120.0,120.0,ПДК,,,,,,,,
232,2008-05-31,Свердловская область,Асбестовский городской округ,г. Асбест,65730000001,р. Островная,Взвешенные вещества,0,1,797.0,797.0,ПДК,,,,,,,,
233,2008-05-31,Свердловская область,Асбестовский городской округ,г. Асбест,65730000001,р. Островная,Взвешенные вещества,0,1,539.0,539.0,ПДК,,,,,,,,
234,2008-05-31,Свердловская область,Камышловский городской округ,г. Камышлов,65741000001,р. Пышма,Взвешенные вещества,0,1,73.0,73.0,ПДК,,,,,,,,
235,2008-05-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,80.0,80.0,ПДК,,,,,,,,
236,2008-05-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,99.0,99.0,ПДК,,,,,,,,
237,2008-05-31,Свердловская область,городской округ Верхотурский,г. Верхотурье,65709000001,р. Тура,Взвешенные вещества,0,1,66.0,66.0,ПДК,,,,,,,,
238,2008-05-31,Свердловская область,Полевской городской округ,с. Косой Брод,65754000151,р. Чусовая,Взвешенные вещества,0,1,94.0,94.0,ПДК,,,,,,,,
245,2008-05-31,Челябинская область,Целинный район,с. Усть-Уйское,37634448101,р. Уй,Взвешенные вещества,0,1,50.0,50.0,ПДК,,,,,,,,
248,2008-06-30,Курганская область,Шадринск,г. Шадринск,37705000001,р. Исеть,Взвешенные вещества,0,1,52.0,52.0,ПДК,,,,,,,,
263,2008-06-30,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Взвешенные вещества,0,1,75.0,75.0,ПДК,,,,,,,,
264,2008-06-30,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Взвешенные вещества,0,1,67.0,67.0,ПДК,,,,,,,,
265,2008-06-30,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Взвешенные вещества,0,1,108.0,108.0,ПДК,,,,,,,,
266,2008-06-30,Свердловская область,Асбестовский городской округ,г. Асбест,65730000001,р. Островная,Взвешенные вещества,0,1,101.0,101.0,ПДК,,,,,,,,
267,2008-06-30,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,85.0,85.0,ПДК,,,,,,,,
268,2008-06-30,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,123.0,123.0,ПДК,,,,,,,,
272,2008-06-30,Хабаровский край,Хабаровский,с. Федоровка,8655443136,р. Березовая,БПК5,0,1,21.0,21.0,ПДК,,,,,,,,
278,2008-07-31,Курганская область,Шадринск,г. Шадринск,37705000001,р. Исеть,Взвешенные вещества,0,1,57.0,57.0,ПДК,,,,,,,,
279,2008-07-31,Курганская область,Шатровский район,с. Мехонское,37640440101,р. Исеть,Взвешенные вещества,0,1,67.0,67.0,ПДК,,,,,,,,
280,2008-07-31,Курганская область,Каргапольский район,рп. Каргаполье,37610151051,р. Миасс,Взвешенные вещества,0,1,84.0,84.0,ПДК,,,,,,,,
281,2008-07-31,Курганская область,Далматовский район,с. Першинское,37608467101,р. Теча,Взвешенные вещества,0,1,60.0,60.0,ПДК,,,,,,,,
294,2008-07-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,52.0,52.0,ПДК,,,,,,,,
299,2008-07-31,Свердловская область,Невьянский городской округ,г. Невьянск,65714000001,р. Нейва,Взвешенные вещества,0,1,61.0,61.0,ПДК,,,,,,,,
300,2008-07-31,Свердловская область,Ирбитское муниципальное образование,г. Ирбит,65739000,р. Ница,Взвешенные вещества,0,1,52.0,52.0,ПДК,,,,,,,,
301,2008-07-31,Свердловская область,Ирбитское муниципальное образование,г. Ирбит,65739000,р. Ница,Взвешенные вещества,0,1,52.0,52.0,ПДК,,,,,,,,
302,2008-07-31,Свердловская область,Слободо-Туринский муниципальный район,с. Краснослободское,65639470191,р. Ница,Взвешенные вещества,0,1,71.0,71.0,ПДК,,,,,,,,
305,2008-07-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,86.0,86.0,ПДК,,,,,,,,
306,2008-07-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,86.0,86.0,ПДК,,,,,,,,
307,2008-07-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,144.0,144.0,ПДК,,,,,,,,
308,2008-07-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,144.0,144.0,ПДК,,,,,,,,
309,2008-07-31,Свердловская область,Туринский городской округ,г. Туринск,65726000001,р. Тура,Взвешенные вещества,0,1,77.0,77.0,ПДК,,,,,,,,
315,2008-08-31,Вологодская область,Сокольский район,г. Сокол,19638101001,р. Пельшма,БПК5,0,1,28.0,28.0,ПДК,,,,,,,,
327,2008-08-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,136.0,136.0,ПДК,,,,,,,,
328,2008-08-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,55.0,55.0,ПДК,,,,,,,,
335,2008-09-30,Магаданская область,Ягоднинский,п. Оротукан,44722000071,р. Оротукан,Взвешенные вещества,0,1,1419.0,1419.0,ПДК,,,,,,,,
347,2008-09-30,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,54.0,54.0,ПДК,,,,,,,,
348,2008-09-30,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,51.0,51.0,ПДК,,,,,,,,
349,2008-09-30,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Взвешенные вещества,0,1,55.0,55.0,ПДК,,,,,,,,
350,2008-09-30,Свердловская область,Режевской городской округ,с. Першино,65720000236,р. Лозьва,Взвешенные вещества,0,1,61.0,61.0,ПДК,,,,,,,,
351,2008-09-30,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,109.0,109.0,ПДК,,,,,,,,
352,2008-09-30,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,53.0,53.0,ПДК,,,,,,,,
353,2008-09-30,Свердловская область,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,р. Салда,Взвешенные вещества,0,1,57.0,57.0,ПДК,,,,,,,,
358,2008-09-30,Удмуртская Республика,Каракулинский,с. Каракулино,94622455101,вдхр. Нижнекамское,Взвешенные вещества,0,1,92.0,92.0,ПДК,,,,,,,,
359,2008-09-30,Удмуртская Республика,Граховский,с. Грахово,94612422101,р. Адамка,Взвешенные вещества,0,1,69.0,69.0,ПДК,,,,,,,,
391,2008-11-30,Пермский край,Красновишерский район,г. Красновишерск,57760000001,р. Вишера,Взвешенные вещества,0,1,147.0,147.0,ПДК,,,,,,,,
407,2008-11-30,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,53.0,53.0,ПДК,,,,,,,,
420,2008-12-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,вдхр. Верхне-Исетское,Взвешенные вещества,0,1,261.0,261.0,ПДК,,,,,,,,
421,2008-12-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,106.0,106.0,ПДК,,,,,,,,
423,2008-12-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,100.0,100.0,ПДК,,,,,,,,
426,2009-01-31,Вологодская область,Сокольский район,г. Сокол,19638101001,р. Пельшма,БПК5,0,1,20.0,20.0,ПДК,,,,,,,,
441,2009-01-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,155.0,155.0,ПДК,,,,,,,,
446,2009-01-31,Свердловская область,Берёзовский городской округ,г. Березовский,65731000001,р. Пышма,Взвешенные вещества,0,1,56.0,56.0,ПДК,,,,,,,,
451,2009-01-31,Свердловская область,городской округ Красноуфимск,г. Красноуфимск,65747000001,р. Уфа,Взвешенные вещества,0,1,94.0,94.0,ПДК,,,,,,,,
454,2009-02-28,Вологодская область,Сокольский район,г. Сокол,19638101001,р. Пельшма,БПК5,0,1,31.0,31.0,ПДК,,,,,,,,
470,2009-02-28,Пермский край,Лысьва,г. Лысьва,57726000001,р. Лысьва,Взвешенные вещества,0,1,69.0,69.0,ПДК,,,,,,,,
473,2009-02-28,Пермский край,Кунгур,г. Кунгур,57722000001,р. Сылва,Взвешенные вещества,0,1,55.0,55.0,ПДК,,,,,,,,
477,2009-02-28,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,вдхр. Верхне-Исетское,Взвешенные вещества,0,1,81.0,81.0,ПДК,,,,,,,,
478,2009-02-28,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,вдхр. Верхне-Исетское,Взвешенные вещества,0,1,107.0,107.0,ПДК,,,,,,,,
481,2009-02-28,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,149.0,149.0,ПДК,,,,,,,,
486,2009-02-28,Свердловская область,городской округ Красноуфимск,г. Красноуфимск,65747000001,р. Уфа,Взвешенные вещества,0,1,62.0,62.0,ПДК,,,,,,,,
511,2009-03-31,Пермский край,Кунгур,г. Кунгур,57722000001,р. Сылва,Взвешенные вещества,0,1,59.0,59.0,ПДК,,,,,,,,
512,2009-03-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,вдхр. Верхне-Исетское,Взвешенные вещества,0,1,94.0,94.0,ПДК,,,,,,,,
515,2009-03-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,165.0,165.0,ПДК,,,,,,,,
526,2009-03-31,Свердловская область,городской округ Красноуфимск,г. Красноуфимск,65747000001,р. Уфа,Взвешенные вещества,0,1,54.0,54.0,ПДК,,,,,,,,
540,2009-04-30,Курганская область,Шадринск,г. Шадринск,37705000001,р. Исеть,Взвешенные вещества,0,1,53.0,53.0,ПДК,,,,,,,,
541,2009-04-30,Курганская область,Каргапольский район,рп. Каргаполье,37610151051,р. Миасс,Взвешенные вещества,0,1,118.0,118.0,ПДК,,,,,,,,
542,2009-04-30,Курганская область,Далматовский район,с. Першинское,37608467101,р. Теча,Взвешенные вещества,0,1,66.0,66.0,ПДК,,,,,,,,
562,2009-04-30,Пермский край,Кунгур,г. Кунгур,57722000001,р. Сылва,Взвешенные вещества,0,1,89.0,89.0,ПДК,,,,,,,,
563,2009-04-30,Пермский край,Кунгур,г. Кунгур,57722000001,р. Сылва,Взвешенные вещества,0,1,113.0,113.0,ПДК,,,,,,,,
570,2009-04-30,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,51.0,51.0,ПДК,,,,,,,,
593,2009-04-30,Удмуртская Республика,Граховский,с. Грахово,94612422101,р. Адамка,Взвешенные вещества,0,1,188.0,188.0,ПДК,,,,,,,,
594,2009-04-30,Удмуртская Республика,Граховский,с. Грахово,94612422101,р. Адамка,Взвешенные вещества,0,1,66.0,66.0,ПДК,,,,,,,,
595,2009-04-30,Удмуртская Республика,Сарапул,г. Сарапул,94740000001,р. Кама,Взвешенные вещества,0,1,175.0,175.0,ПДК,,,,,,,,
596,2009-04-30,Удмуртская Республика,Сарапул,г. Сарапул,94740000001,р. Кама,Взвешенные вещества,0,1,98.0,98.0,ПДК,,,,,,,,
597,2009-04-30,Удмуртская Республика,Игринский,п. Игра,94618415101,р. Лоза,Взвешенные вещества,0,1,136.0,136.0,ПДК,,,,,,,,
598,2009-04-30,Удмуртская Республика,Игринский,п. Игра,94618415101,р. Лоза,Взвешенные вещества,0,1,63.0,63.0,ПДК,,,,,,,,
599,2009-04-30,Удмуртская Республика,Глазов,г. Глазов,94720000001,р. Чепца,Взвешенные вещества,0,1,61.0,61.0,ПДК,,,,,,,,
600,2009-04-30,Удмуртская Республика,Кезский,с. Полом,94624455101,р. Чепца,Взвешенные вещества,0,1,214.0,214.0,ПДК,,,,,,,,
606,2009-05-31,Нижегородская область,Лысковский район,с. Семово,22640416171,р. Сундовик,Взвешенные вещества,0,1,64.0,64.0,ПДК,,,,,,,,
607,2009-05-31,Пермский край,Кудымкар,г. Кудымкар,57851000001,р. Иньва,Взвешенные вещества,0,1,65.0,65.0,ПДК,,,,,,,,
609,2009-05-31,Пермский край,Гайнский район,п. Гайны,57814405101,р. Кама,Взвешенные вещества,0,1,51.0,51.0,ПДК,,,,,,,,
613,2009-05-31,Пермский край,Губаха,г. Губаха,57717000001,р. Косьва,Взвешенные вещества,0,1,77.0,77.0,ПДК,,,,,,,,
615,2009-05-31,Пермский край,Кунгур,г. Кунгур,57722000001,р. Сылва,Взвешенные вещества,0,1,103.0,103.0,ПДК,,,,,,,,
616,2009-05-31,Пермский край,Кунгур,г. Кунгур,57722000001,р. Сылва,Взвешенные вещества,0,1,58.0,58.0,ПДК,,,,,,,,
622,2009-05-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,82.0,82.0,ПДК,,,,,,,,
624,2009-05-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,50.0,50.0,ПДК,,,,,,,,
625,2009-05-31,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Взвешенные вещества,0,1,56.0,56.0,ПДК,,,,,,,,
626,2009-05-31,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Взвешенные вещества,0,1,114.0,114.0,ПДК,,,,,,,,
627,2009-05-31,Свердловская область,Белоярский городской округ,с. Колюткино,65706000201,р. Исеть,Взвешенные вещества,0,1,65.0,65.0,ПДК,,,,,,,,
632,2009-05-31,Свердловская область,городской округ Красноуфимск,г. Красноуфимск,65747000001,р. Уфа,Взвешенные вещества,0,1,80.0,80.0,ПДК,,,,,,,,
633,2009-05-31,Свердловская область,городской округ Красноуфимск,г. Красноуфимск,65747000001,р. Уфа,Взвешенные вещества,0,1,81.0,81.0,ПДК,,,,,,,,
634,2009-05-31,Свердловская область,Нижнесергинский муниципальный район,г. Михайловск,65628104001,р. Уфа,Взвешенные вещества,0,1,53.0,53.0,ПДК,,,,,,,,
640,2009-05-31,Удмуртская Республика,Глазов,г. Глазов,94720000001,р. Чепца,Взвешенные вещества,0,1,121.0,121.0,ПДК,,,,,,,,
641,2009-05-31,Удмуртская Республика,Кезский,с. Полом,94624455101,р. Чепца,Взвешенные вещества,0,1,80.0,80.0,ПДК,,,,,,,,
653,2009-06-30,Мурманская область,Городской округ город Мурманск,г. Мурманск,47701000001,руч. Варничный,БПК5,0,1,27.0,27.0,ПДК,,,,,,,,
668,2009-06-30,Свердловская область,городской округ Заречный,г. Заречный,65737000001,вдхр. Белоярское,Взвешенные вещества,0,1,81.0,81.0,ПДК,,,,,,,,
674,2009-06-30,Свердловская область,Ирбитское муниципальное образование,г. Ирбит,65739000001,р. Ница,Взвешенные вещества,0,1,74.0,74.0,ПДК,,,,,,,,
675,2009-06-30,Свердловская область,Слободо-Туринский муниципальный район,с. Краснослободское,65639470191,р. Ница,Взвешенные вещества,0,1,86.0,86.0,ПДК,,,,,,,,
676,2009-06-30,Свердловская область,Камышловский городской округ,г. Камышлов,65741000001,р. Пышма,Взвешенные вещества,0,1,71.0,71.0,ПДК,,,,,,,,
677,2009-06-30,Свердловская область,городской округ Сухой Лог,г. Сухой Лог,65758000001,р. Пышма,Взвешенные вещества,0,1,72.0,72.0,ПДК,,,,,,,,
678,2009-06-30,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,301.0,301.0,ПДК,,,,,,,,
679,2009-06-30,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,138.0,138.0,ПДК,,,,,,,,
684,2009-06-30,Челябинская область,Целинный район,с. Усть-Уйское,37634448101,р. Уй,Взвешенные вещества,0,1,97.0,97.0,ПДК,,,,,,,,
690,2009-07-31,Курганская область,Шадринск,г. Шадринск,37705000001,р. Исеть,Взвешенные вещества,0,1,56.53,56.53,ПДК,,,,,,,,
691,2009-07-31,Курганская область,Шадринск,г. Шадринск,37705000001,р. Исеть,Взвешенные вещества,0,1,59.2,59.2,ПДК,,,,,,,,
692,2009-07-31,Курганская область,Шатровский район,с. Мехонское,37640440101,р. Исеть,Взвешенные вещества,0,1,83.2,83.2,ПДК,,,,,,,,
693,2009-07-31,Курганская область,Каргапольский район,рп. Каргаполье,37610151051,р. Миасс,Взвешенные вещества,0,1,54.4,54.4,ПДК,,,,,,,,
704,2009-07-31,Республика Карелия,Калевальский национальный,пгт. Калевала,86609151051,оз. Среднее Куйто,Взвешенные вещества,0,1,200.0,200.0,ПДК,,,,,,,,
706,2009-07-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,вдхр. Верхне-Исетское,Взвешенные вещества,0,1,62.93,62.93,ПДК,,,,,,,,
709,2009-07-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,64.8,64.8,ПДК,,,,,,,,
710,2009-07-31,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Взвешенные вещества,0,1,57.6,57.6,ПДК,,,,,,,,
711,2009-07-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,114.67,114.67,ПДК,,,,,,,,
712,2009-07-31,Свердловская область,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,р. Салда,Взвешенные вещества,0,1,59.47,59.47,ПДК,,,,,,,,
714,2009-07-31,Свердловская область,городской округ Красноуфимск,г. Красноуфимск,65747000001,р. Уфа,Взвешенные вещества,0,1,63.47,63.47,ПДК,,,,,,,,
719,2009-08-31,Курганская область,Шадринск,г. Шадринск,37705000001,р. Исеть,Взвешенные вещества,0,1,58.0,58.0,ПДК,,,,,,,,
732,2009-08-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,117.0,117.0,ПДК,,,,,,,,
733,2009-08-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,217.0,217.0,ПДК,,,,,,,,
735,2009-08-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,61.0,61.0,ПДК,,,,,,,,
736,2009-08-31,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,56.0,56.0,ПДК,,,,,,,,
737,2009-08-31,Свердловская область,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,р. Салда,Взвешенные вещества,0,1,68.0,68.0,ПДК,,,,,,,,
756,2009-09-30,Республика Северная Осетия-Алания,Пригородный,с. Камбилеевское,90640420101,р. Камбилеевка,БПК5,0,1,28.0,28.0,ПДК,,,,,,,,
768,2009-09-30,Свердловская область,Талицкий городской округ,г. Талица,65724000001,р. Пышма,Взвешенные вещества,0,1,54.0,54.0,ПДК,,,,,,,,
786,2009-10-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Взвешенные вещества,0,1,90.67,90.67,ПДК,,,,,,,,
787,2009-10-31,Свердловская область,Белоярский городской округ,с. Колюткино,65706000201,р. Исеть,Взвешенные вещества,0,1,377.33,377.33,ПДК,,,,,,,,
