subject,total_cases,avg_concentration,avg_exceed_ratio,records,municipality,settlement,OKTMO,location
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Вяземский,п. Дормидонтовка,08617413101,"Хабаровский край, п. Дормидонтовка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,имени Лазо,рп. Переяславка,08624151051,"Хабаровский край, рп. Переяславка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,имени Лазо,рп. Переяславка,08624151051,"Хабаровский край, рп. Переяславка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Бикинский,с. Лермонтовка,08609408101,"Хабаровский край, с. Лермонтовка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,имени Полины Осипенко,нп. Гидрологический Пост Тимченко,08637000,"Хабаровский край, нп. Гидрологический Пост Тимченко"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Николаевский,с. Алексеевка,08631422111,"Хабаровский край, с. Алексеевка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Амурский,г. Амурск,08603101001,"Хабаровский край, г. Амурск"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Амурский,г. Амурск,08603101001,"Хабаровский край, г. Амурск"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Амурский,г. Амурск,08603101001,"Хабаровский край, г. Амурск"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Амурский,г. Амурск,08603101001,"Хабаровский край, г. Амурск"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Сергеевка,08655460101,"Хабаровский край, с. Сергеевка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Сергеевка,08655460101,"Хабаровский край, с. Сергеевка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Сергеевка,08655460101,"Хабаровский край, с. Сергеевка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Князе-Волконское,08655425101,"Хабаровский край, с. Князе-Волконское"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,город Комсомольск-на-Амуре,г. Комсомольск-на-Амуре,08709000001,"Хабаровский край, г. Комсомольск-на-Амуре"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,рп. Солнечный,08644151051,"Хабаровский край, рп. Солнечный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Солнечный,п. Горный,08644432101,"Хабаровский край, п. Горный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Сергеевка,08655460101,"Хабаровский край, с. Сергеевка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Николаевский,рп. Многовершинный,08631158,"Хабаровский край, рп. Многовершинный"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,Хабаровский,с. Федоровка,08655443136,"Хабаровский край, с. Федоровка"
Хабаровский край,297,63.177101010101005,34163.992424242424,297,имени Полины Осипенко,нп. Гидрологический Пост Тимченко,08637000,"Хабаровский край, нп. Гидрологический Пост Тимченко"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Тазовский муниципальный район,п. Тазовский,71923401101,"Ямало-Ненецкий автономный округ (Тюменская область), п. Тазовский"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,с. Самбург,71920407000,"Ямало-Ненецкий автономный округ (Тюменская область), с. Самбург"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Шурышкарский муниципальный район,с. Горки,71926406,"Ямало-Ненецкий автономный округ (Тюменская область), с. Горки"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Красноселькупский муниципальный район,с. Красноселькуп,71913406000,"Ямало-Ненецкий автономный округ (Тюменская область), с. Красноселькуп"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Тазовский муниципальный район,п. Тазовский,71923401101,"Ямало-Ненецкий автономный округ (Тюменская область), п. Тазовский"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,г. Тарко-Сале,71920105001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Тарко-Сале"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,г. Тарко-Сале,71920105001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Тарко-Сале"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Лабытнанги,г. Лабытнанги,71953000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Лабытнанги"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Тазовский муниципальный район,с. Находка,71923409000,"Ямало-Ненецкий автономный округ (Тюменская область), с. Находка"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Шурышкарский муниципальный район,с. Овгорт,71926418,"Ямало-Ненецкий автономный округ (Тюменская область), с. Овгорт"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,г. Тарко-Сале,71920105001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Тарко-Сале"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Шурышкарский муниципальный район,с. Мужи,71926412101,"Ямало-Ненецкий автономный округ (Тюменская область), с. Мужи"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Шурышкарский муниципальный район,с. Горки,71926406,"Ямало-Ненецкий автономный округ (Тюменская область), с. Горки"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,п. Лонгъюган,71916403101,"Ямало-Ненецкий автономный округ (Тюменская область), п. Лонгъюган"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Салехард,г. Салехард,71951000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Салехард"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Новый Уренгой,г. Новый Уренгой,71956000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Новый Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,г. Тарко-Сале,71920105001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Тарко-Сале"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,с. Ныда,71916404000,"Ямало-Ненецкий автономный округ (Тюменская область), с. Ныда"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,п. Лонгъюган,71916403101,"Ямало-Ненецкий автономный округ (Тюменская область), п. Лонгъюган"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,пгт. Пангоды,71916156051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Пангоды"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Надымский муниципальный район,г. Надым,71936000001,"Ямало-Ненецкий автономный округ (Тюменская область), г. Надым"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Тазовский муниципальный район,п. Тазовский,71923401101,"Ямало-Ненецкий автономный округ (Тюменская область), п. Тазовский"
Ямало-Ненецкий автономный округ (Тюменская область),227,75.73568281938326,9804.726368159205,227,Пуровский муниципальный район,пгт. Уренгой,71920159051,"Ямало-Ненецкий автономный округ (Тюменская область), пгт. Уренгой"
