subject,total_cases,avg_concentration,avg_exceed_ratio,records,municipality,settlement,OKTMO,location
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001,"Свердловская область, г. Каменск-Уральский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,с. Новоалексеевское,65753000241,"Свердловская область, с. Новоалексеевское"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,с. Новоалексеевское,65753000241,"Свердловская область, с. Новоалексеевское"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Шалинский городской округ,рп. Староуткинск,65766000051,"Свердловская область, рп. Староуткинск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Туринский городской округ,г. Туринск,65726000001,"Свердловская область, г. Туринск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Пышминский городской округ,рп. Пышма,65718000051,"Свердловская область, рп. Пышма"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001,"Свердловская область, г. Талица"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Краснослободское,65639470191,"Свердловская область, с. Краснослободское"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001,"Свердловская область, г. Каменск-Уральский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Туринский городской округ,г. Туринск,65726000001,"Свердловская область, г. Туринск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001,"Свердловская область, г. Талица"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ирбитское муниципальное образование,г. Ирбит,65739000001,"Свердловская область, г. Ирбит"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001,"Свердловская область, г. Невьянск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Богданович,г. Богданович,65707000001,"Свердловская область, г. Богданович"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001,"Свердловская область, г. Каменск-Уральский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,"Свердловская область, с. Прокопьевская Салда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001,"Свердловская область, г. Невьянск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Сысертский городской округ,п. Двуреченск,65722000181,"Свердловская область, п. Двуреченск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Сысертский городской округ,п. Двуреченск,65722000181,"Свердловская область, п. Двуреченск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001,"Свердловская область, г. Каменск-Уральский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001,"Свердловская область, г. Каменск-Уральский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,"Свердловская область, г. Екатеринбург"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Сысертский городской округ,с. Щелкун,65722000286,"Свердловская область, с. Щелкун"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001,"Свердловская область, г. Талица"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001,"Свердловская область, г. Талица"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Сысертский городской округ,п. Двуреченск,65722000181,"Свердловская область, п. Двуреченск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Сысертский городской округ,п. Двуреченск,65722000181,"Свердловская область, п. Двуреченск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Белоярский городской округ,с. Колюткино,65706000201,"Свердловская область, с. Колюткино"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001,"Свердловская область, г. Каменск-Уральский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001,"Свердловская область, г. Каменск-Уральский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,"Свердловская область, г. Екатеринбург"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Нижнесергинский муниципальный район,г. Михайловск,65628104001,"Свердловская область, г. Михайловск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуфимск,г. Красноуфимск,65747000001,"Свердловская область, г. Красноуфимск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуфимск,г. Красноуфимск,65747000001,"Свердловская область, г. Красноуфимск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Краснотурьинск,г. Краснотурьинск,65745000001,"Свердловская область, г. Краснотурьинск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Краснотурьинск,г. Краснотурьинск,65745000001,"Свердловская область, г. Краснотурьинск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,"Свердловская область, с. Тимофеево"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,"Свердловская область, с. Тимофеево"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Туринский городской округ,г. Туринск,65726000001,"Свердловская область, г. Туринск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001,"Свердловская область, г. Верхний Тагил"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,"Свердловская область, с. Прокопьевская Салда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Белоярский район,р-н. Белоярский,71811151001,"Свердловская область, р-н. Белоярский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001,"Свердловская область, г. Талица"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,"Свердловская область, г. Екатеринбург"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001,"Свердловская область, г. Невьянск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001,"Свердловская область, г. Невьянск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Сысертский городской округ,п. Двуреченск,65722000181,"Свердловская область, п. Двуреченск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Сысертский городской округ,п. Двуреченск,65722000181,"Свердловская область, п. Двуреченск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001,"Свердловская область, г. Каменск-Уральский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,"Свердловская область, г. Екатеринбург"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ирбитское муниципальное образование,г. Ирбит,65739000001,"Свердловская область, г. Ирбит"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,"Свердловская область, с. Тимофеево"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,"Свердловская область, с. Тимофеево"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001,"Свердловская область, г. Верхний Тагил"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001,"Свердловская область, г. Верхний Тагил"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001,"Свердловская область, г. Верхний Тагил"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,"Свердловская область, с. Прокопьевская Салда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,"Свердловская область, с. Прокопьевская Салда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,"Свердловская область, г. Екатеринбург"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001,"Свердловская область, г. Невьянск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуфимск,г. Красноуфимск,65747000001,"Свердловская область, г. Красноуфимск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,"Свердловская область, с. Тимофеево"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,"Свердловская область, с. Тимофеево"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Туринский городской округ,г. Туринск,65726000001,"Свердловская область, г. Туринск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,"Свердловская область, с. Прокопьевская Салда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,"Свердловская область, г. Екатеринбург"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001,"Свердловская область, г. Невьянск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001,"Свердловская область, г. Новая Ляля"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Серовский городской округ,г. Серов,65756000001,"Свердловская область, г. Серов"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ирбитское муниципальное образование,г. Ирбит,65739000001,"Свердловская область, г. Ирбит"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,"Свердловская область, с. Тимофеево"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,"Свердловская область, с. Тимофеево"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001,"Свердловская область, г. Верхний Тагил"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001,"Свердловская область, г. Тавда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,"Свердловская область, с. Прокопьевская Салда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,"Свердловская область, г. Екатеринбург"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001,"Свердловская область, г. Невьянск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуфимск,г. Красноуфимск,65747000001,"Свердловская область, г. Красноуфимск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Краснотурьинск,г. Краснотурьинск,65745000001,"Свердловская область, г. Краснотурьинск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,"Свердловская область, с. Тимофеево"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,"Свердловская область, с. Тимофеево"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Серовский городской округ,п. Черноярский,65756000271,"Свердловская область, п. Черноярский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Нижнесергинский муниципальный район,г. Михайловск,65628104001,"Свердловская область, г. Михайловск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,"Свердловская область, с. Прокопьевская Салда"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Сухой Лог,г. Сухой Лог,65758000001,"Свердловская область, г. Сухой Лог"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001,"Свердловская область, г. Березовский"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,"Свердловская область, г. Екатеринбург"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001,"Свердловская область, г. Невьянск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,"Свердловская область, г. Екатеринбург"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001,"Свердловская область, г. Красноуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Заречный,г. Заречный,65737000001,"Свердловская область, г. Заречный"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001,"Свердловская область, г. Первоуральск"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001,"Свердловская область, г. Полевской"
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,"Свердловская область, с. Прокопьевская Салда"
