indicator,year,month,avg_concentration
Растворенный кислород,2015,1,2.6399999999999997
Растворенный кислород,2015,2,2.6666666666666665
Растворенный кислород,2015,3,2.6166666666666667
Растворенный кислород,2015,4,2.466666666666667
Растворенный кислород,2015,5,2.35
Растворенный кислород,2015,6,2.8
Растворенный кислород,2015,7,2.325
Растворенный кислород,2015,8,2.5800000000000005
Растворенный кислород,2015,9,2.1
Растворенный кислород,2015,10,2.525
Растворенный кислород,2015,12,2.3
Растворенный кислород,2016,1,2.533333333333333
Растворенный кислород,2016,2,2.4333333333333336
Растворенный кислород,2016,3,2.675
Растворенный кислород,2016,4,2.6999999999999997
Растворенный кислород,2016,5,2.55
Растворенный кислород,2016,6,2.6999999999999997
Растворенный кислород,2016,7,2.9
Растворенный кислород,2016,8,2.62
Растворенный кислород,2016,10,2.6
Растворенный кислород,2016,11,2.58
Растворенный кислород,2016,12,2.45
Растворенный кислород,2017,1,2.58
Растворенный кислород,2017,2,2.44
Растворенный кислород,2017,3,2.54
Растворенный кислород,2017,4,2.3
Растворенный кислород,2017,5,2.4000000000000004
Растворенный кислород,2017,6,2.75
Растворенный кислород,2017,7,2.533333333333333
Растворенный кислород,2017,8,2.6
Растворенный кислород,2017,9,2.465
Растворенный кислород,2017,10,2.5
Растворенный кислород,2017,12,2.2
Растворенный кислород,2018,1,2.7999999999999994
Растворенный кислород,2018,2,2.466666666666667
Растворенный кислород,2018,3,2.6999999999999997
Растворенный кислород,2018,4,2.6666666666666665
Растворенный кислород,2018,5,2.32
Растворенный кислород,2018,6,2.315
Растворенный кислород,2018,7,2.4833333333333334
Растворенный кислород,2018,8,2.3600000000000003
Растворенный кислород,2018,9,2.6666666666666665
Растворенный кислород,2018,10,2.766666666666667
Растворенный кислород,2018,11,2.7
Растворенный кислород,2018,12,2.1
Растворенный кислород,2019,1,2.575
Растворенный кислород,2019,2,2.557142857142857
Растворенный кислород,2019,3,2.46
Растворенный кислород,2019,4,2.5
Растворенный кислород,2019,5,2.9
Растворенный кислород,2019,6,2.6666666666666665
Растворенный кислород,2019,7,2.1999999999999997
Растворенный кислород,2019,8,2.55
Растворенный кислород,2019,9,2.1
Растворенный кислород,2019,10,2.3666666666666667
Растворенный кислород,2019,11,2.4
Растворенный кислород,2020,1,2.3
Растворенный кислород,2020,2,2.5
Растворенный кислород,2020,3,2.795
Растворенный кислород,2020,5,2.8
Растворенный кислород,2020,6,2.563333333333333
Растворенный кислород,2020,7,2.4314285714285715
Растворенный кислород,2020,8,2.4850000000000003
Растворенный кислород,2020,9,2.35
Растворенный кислород,2020,10,2.505
Растворенный кислород,2021,1,2.175
Растворенный кислород,2021,2,2.5285714285714285
Растворенный кислород,2021,3,2.576
Растворенный кислород,2021,4,2.3
Растворенный кислород,2021,5,2.35
Растворенный кислород,2021,6,2.5650000000000004
Растворенный кислород,2021,7,2.533333333333333
Растворенный кислород,2021,8,2.5740000000000003
Ртуть,2008,2,3.5
Ртуть,2008,4,3.0
Ртуть,2008,5,4.0
Ртуть,2008,6,4.0
Ртуть,2008,8,3.5
Ртуть,2008,9,3.0
Ртуть,2008,11,4.0
Ртуть,2008,12,4.5
Ртуть,2009,2,4.0
Ртуть,2009,5,4.0
Ртуть,2009,6,4.0
Ртуть,2009,10,5.0
Ртуть,2009,12,4.0
Ртуть,2010,3,3.0
Ртуть,2010,5,4.0
Ртуть,2010,6,4.1
Ртуть,2010,7,3.0
Ртуть,2010,8,3.0
Ртуть,2010,11,4.0
Ртуть,2010,12,4.5
Ртуть,2011,1,4.0
Ртуть,2011,3,5.0
Ртуть,2011,4,4.0
Ртуть,2011,7,3.0
Ртуть,2011,9,3.0
Ртуть,2011,10,4.0
Ртуть,2011,11,4.0
Ртуть,2011,12,4.0
Ртуть,2012,3,4.0
Ртуть,2012,4,3.0
Ртуть,2012,6,3.0
Ртуть,2012,7,5.0
Ртуть,2012,8,3.0
Ртуть,2012,10,5.0
Ртуть,2013,1,3.0
Ртуть,2013,2,4.0
Ртуть,2013,3,4.0
Ртуть,2013,4,3.0
Ртуть,2013,5,3.5
Ртуть,2013,7,3.0
Ртуть,2013,8,5.0
Ртуть,2013,10,4.0
Ртуть,2013,11,3.0
Ртуть,2013,12,5.0
Ртуть,2014,1,4.0
Ртуть,2014,2,4.0
Ртуть,2014,6,4.5
Ртуть,2014,8,4.0
Ртуть,2014,10,3.0
Ртуть,2014,11,3.5
Ртуть,2014,12,4.0
Ртуть,2015,2,4.0
Ртуть,2015,3,4.0
Ртуть,2015,5,3.0
Ртуть,2015,6,4.0
Ртуть,2015,7,4.0
Ртуть,2015,8,3.5
Ртуть,2015,10,4.0
Ртуть,2015,11,4.0
Ртуть,2015,12,4.0
Ртуть,2016,2,4.0
Ртуть,2016,3,3.0
Ртуть,2016,6,4.0
Ртуть,2016,7,4.0
Ртуть,2016,10,3.0
Ртуть,2017,5,4.5
Ртуть,2017,6,4.0
Ртуть,2017,7,4.0
Ртуть,2017,8,4.0
Ртуть,2017,11,3.6666666666666665
Ртуть,2018,3,3.0
Ртуть,2018,4,4.0
Ртуть,2018,5,3.0
Ртуть,2018,6,4.0
Ртуть,2018,7,4.0
Ртуть,2018,8,4.0
Ртуть,2018,10,4.0
Ртуть,2019,3,3.5
Ртуть,2019,4,4.0
Ртуть,2019,5,3.5
Ртуть,2019,8,3.0
Ртуть,2019,10,4.0
Ртуть,2020,1,3.5
Ртуть,2020,4,3.5
Ртуть,2020,5,4.0
Ртуть,2020,6,3.0
Ртуть,2020,7,3.5
Ртуть,2020,8,4.0
Ртуть,2020,9,3.0
Ртуть,2021,2,3.6666666666666665
Ртуть,2021,3,3.5
Ртуть,2021,4,4.0
Ртуть,2021,5,3.5
Ртуть,2021,6,4.0
Ртуть,2021,8,4.0
Свинец,2008,8,4.0
Свинец,2008,9,5.0
Свинец,2008,10,5.0
Свинец,2008,11,4.0
Свинец,2009,1,3.5
Свинец,2009,4,4.0
Свинец,2009,5,4.0
Свинец,2009,7,5.0
Свинец,2009,9,4.0
Свинец,2010,2,4.0
Свинец,2010,3,4.5
Свинец,2010,5,4.0
Свинец,2010,7,3.5
Свинец,2010,8,4.666666666666667
Свинец,2010,9,4.0
Свинец,2010,10,4.0
Свинец,2010,11,4.0
Свинец,2011,3,4.0
Свинец,2011,9,5.0
Свинец,2011,10,4.0
Свинец,2012,2,4.0
Свинец,2012,3,4.0
Свинец,2012,6,3.0
Свинец,2015,6,3.0
Свинец,2015,7,5.0
Свинец,2015,9,4.0
Свинец,2015,10,4.0
Свинец,2015,11,5.0
Свинец,2016,3,3.0
Свинец,2016,4,4.0
Свинец,2016,6,4.0
Свинец,2016,7,4.0
Свинец,2016,8,4.0
Свинец,2016,9,4.0
Свинец,2016,10,3.5
Свинец,2017,2,4.0
Свинец,2017,6,4.0
Свинец,2017,8,3.5
Свинец,2017,9,4.0
Свинец,2018,4,4.0
Свинец,2018,6,4.0
Свинец,2018,7,3.0
Свинец,2018,8,4.0
Свинец,2018,9,4.0
Свинец,2019,5,3.5
Свинец,2019,8,4.0
Свинец,2019,9,4.0
Свинец,2019,10,4.0
Свинец,2020,4,3.0
Свинец,2020,10,4.0
Свинец,2021,3,3.0
Свинец,2021,4,3.0
Свинец,2021,7,4.0
Сульфаты,2008,1,12.0
Сульфаты,2008,2,12.0
Сульфаты,2008,4,12.0
Сульфаты,2008,6,10.0
Сульфаты,2008,10,10.0
Сульфаты,2009,1,13.0
Сульфаты,2009,2,10.0
Сульфаты,2009,3,11.5
Сульфаты,2009,4,11.0
Сульфаты,2009,5,14.0
Сульфаты,2009,6,12.0
Сульфаты,2009,11,11.0
Сульфаты,2009,12,11.0
Сульфаты,2010,1,12.0
Сульфаты,2010,2,13.0
Сульфаты,2010,3,12.5
Сульфаты,2010,4,14.0
Сульфаты,2010,5,37.0
Сульфаты,2010,6,10.0
Сульфаты,2010,7,13.58
Сульфаты,2010,8,15.5
Сульфаты,2010,10,13.0
Сульфаты,2010,11,11.0
Сульфаты,2010,12,12.0
Сульфаты,2011,1,12.0
Сульфаты,2011,2,12.5
Сульфаты,2011,3,12.0
Сульфаты,2011,4,10.0
Сульфаты,2011,6,16.5
Сульфаты,2011,7,19.0
Сульфаты,2011,8,11.0
Сульфаты,2011,9,13.0
Сульфаты,2011,10,11.0
Сульфаты,2011,11,11.0
Сульфаты,2012,1,11.0
Сульфаты,2012,2,11.24
Сульфаты,2012,3,13.0
Сульфаты,2012,4,11.333333333333334
Сульфаты,2012,7,12.0
Сульфаты,2012,8,11.0
Сульфаты,2012,9,11.0
Сульфаты,2012,10,15.0
Сульфаты,2012,11,11.0
Сульфаты,2012,12,13.5
Сульфаты,2013,2,11.666666666666666
Сульфаты,2013,3,15.0
Сульфаты,2013,4,13.333333333333334
Сульфаты,2013,5,10.0
Сульфаты,2013,6,12.0
Сульфаты,2013,7,11.0
Сульфаты,2013,8,14.0
Сульфаты,2013,9,10.0
Сульфаты,2013,10,13.0
Сульфаты,2014,1,10.0
Сульфаты,2014,2,14.0
Сульфаты,2014,3,12.333333333333334
Сульфаты,2014,4,12.0
Сульфаты,2014,5,12.5
Сульфаты,2014,6,10.0
Сульфаты,2014,7,10.0
Сульфаты,2014,8,14.0
Сульфаты,2014,10,14.0
Сульфаты,2014,11,11.0
Сульфаты,2014,12,11.0
Сульфаты,2015,1,12.0
Сульфаты,2015,2,11.5
Сульфаты,2015,4,16.0
Сульфаты,2015,9,15.0
Сульфаты,2015,10,11.0
Сульфаты,2015,11,21.0
Сульфаты,2016,1,12.333333333333334
Сульфаты,2016,2,10.5
Сульфаты,2016,3,16.0
Сульфаты,2016,4,11.0
Сульфаты,2016,5,17.0
Сульфаты,2016,7,13.0
Сульфаты,2016,9,11.0
Сульфаты,2016,10,12.0
Сульфаты,2016,11,12.0
Сульфаты,2016,12,11.0
Сульфаты,2017,1,12.0
Сульфаты,2017,2,11.0
Сульфаты,2017,3,14.0
Сульфаты,2017,5,13.0
Сульфаты,2017,7,10.0
Сульфаты,2017,8,11.5
Сульфаты,2017,10,11.5
Сульфаты,2017,11,10.0
Сульфаты,2017,12,12.0
Сульфаты,2018,1,17.0
Сульфаты,2018,2,15.0
Сульфаты,2018,3,11.0
Сульфаты,2018,4,12.5
Сульфаты,2018,6,12.0
Сульфаты,2018,7,11.0
Сульфаты,2018,8,12.0
Сульфаты,2018,9,12.5
Сульфаты,2018,10,14.0
Сульфаты,2018,12,11.5
Сульфаты,2019,1,11.0
Сульфаты,2019,2,13.0
Сульфаты,2019,3,14.333333333333334
Сульфаты,2019,4,11.0
Сульфаты,2019,5,12.0
Сульфаты,2019,6,11.0
Сульфаты,2019,9,12.0
Сульфаты,2019,10,12.5
Сульфаты,2019,11,10.0
Сульфаты,2019,12,11.5
Сульфаты,2020,1,11.0
Сульфаты,2020,2,12.0
Сульфаты,2020,3,19.0
Сульфаты,2020,4,15.0
Сульфаты,2020,6,16.0
Сульфаты,2020,7,10.0
Сульфаты,2020,12,11.0
Сульфаты,2021,2,11.5
Сульфаты,2021,3,11.0
Сульфаты,2021,7,12.0
Сульфаты,2021,8,11.0
Сульфиды и сероводород,2008,1,2.0E-4
Сульфиды и сероводород,2008,2,4.0E-4
Сульфиды и сероводород,2008,5,2.0E-4
Сульфиды и сероводород,2008,6,3.0E-4
Сульфиды и сероводород,2008,7,2.0E-4
Сульфиды и сероводород,2008,8,3.0E-4
Сульфиды и сероводород,2008,9,36.0
Сульфиды и сероводород,2008,10,3.5E-4
Сульфиды и сероводород,2008,11,3.0E-4
Сульфиды и сероводород,2008,12,4.0E-4
Сульфиды и сероводород,2009,1,3.0000000000000003E-4
Сульфиды и сероводород,2009,2,4.0E-4
Сульфиды и сероводород,2009,3,3.0E-4
Сульфиды и сероводород,2009,4,3.0E-4
Сульфиды и сероводород,2009,5,4.0E-4
Сульфиды и сероводород,2009,8,3.0000000000000003E-4
Сульфиды и сероводород,2009,9,3.0E-4
Сульфиды и сероводород,2009,10,4.0E-4
Сульфиды и сероводород,2009,11,4.0E-4
Сульфиды и сероводород,2010,1,3.0000000000000003E-4
Сульфиды и сероводород,2010,2,2.0E-4
Сульфиды и сероводород,2010,6,4.0E-4
Сульфиды и сероводород,2010,7,4.0E-4
Сульфиды и сероводород,2010,8,4.0E-4
Сульфиды и сероводород,2010,9,2.5E-4
Сульфиды и сероводород,2010,11,3.0E-4
Сульфиды и сероводород,2011,2,23.00005
Сульфиды и сероводород,2011,3,3.0E-4
Сульфиды и сероводород,2011,5,12.0
Сульфиды и сероводород,2011,7,2.0E-4
Сульфиды и сероводород,2011,8,4.0E-4
Сульфиды и сероводород,2011,10,5.0002
Сульфиды и сероводород,2011,11,4.0E-4
Сульфиды и сероводород,2012,1,4.0E-4
Сульфиды и сероводород,2012,2,6.3335
Сульфиды и сероводород,2012,3,0.0312
Сульфиды и сероводород,2012,5,10.0
Сульфиды и сероводород,2012,7,4.0E-4
Сульфиды и сероводород,2014,1,30.0
Сульфиды и сероводород,2015,3,16.0
Сульфиды и сероводород,2016,3,42.0
Сульфиды и сероводород,2018,10,46.0
Сульфиды и сероводород,2020,7,18.0
Сульфиды и сероводород,2021,3,16.0
Сульфиды и сероводород,2021,7,16.0
Фенол,2008,2,32.0
Фенол,2008,6,40.0
Фенол,2008,8,30.0
Фенол,2008,12,35.0
Фенол,2009,2,36.0
Фенол,2009,7,30.0
Фенол,2009,9,34.0
Фенол,2009,11,46.0
Фенол,2009,12,39.5
Фенол,2010,7,35.0
Фенол,2010,8,33.0
Фенол,2010,9,46.0
Фенол,2010,10,37.0
Фенол,2010,11,42.0
Фенол,2010,12,41.5
Фенол,2011,1,48.0
Фенол,2011,2,44.0
Фенол,2011,3,49.0
Фенол,2011,4,46.0
Фенол,2011,9,41.0
Фенол,2011,11,35.0
Фенол,2012,1,38.0
Фенол,2012,3,36.0
Фенол,2012,5,35.5
Фенол,2012,6,41.0
Фенол,2012,12,38.0
Фенол,2013,1,43.0
Фенол,2013,3,30.0
Фенол,2013,6,36.0
Фенол,2013,7,45.0
Фенол,2013,8,32.0
Фенол,2013,9,34.0
Фенол,2013,12,48.0
Фенол,2014,1,46.0
Фенол,2014,3,33.0
Фенол,2015,1,42.0
Фенол,2015,3,36.0
Фенол,2015,8,41.5
Фенол,2015,11,36.0
Фенол,2015,12,45.0
Фенол,2016,2,32.0
Фенол,2016,4,42.0
Фенол,2016,12,47.0
Фенол,2017,5,33.0
Фенол,2017,9,35.0
Фенол,2017,10,43.0
Фенол,2017,11,43.0
Фенол,2018,2,45.0
Фенол,2019,2,40.0
Фенол,2019,4,38.0
Фенол,2019,5,32.0
Фенол,2019,7,41.0
Фенол,2019,11,47.0
Фенол,2020,2,45.0
Фенол,2020,4,46.0
Фенол,2020,10,33.0
Фенол,2021,2,38.666666666666664
Фенол,2021,3,47.0
Фенол,2021,5,45.0
Фенол,2021,8,46.0
Формальдегид,2008,5,3.0
Формальдегид,2009,7,4.0
Формальдегид,2013,4,4.0
Формальдегид,2013,6,5.0
Формальдегид,2016,7,3.5
Формальдегид,2016,9,3.0
Формальдегид,2016,11,3.0
Формальдегид,2016,12,3.0
Формальдегид,2017,1,3.0
Формальдегид,2017,3,5.0
Формальдегид,2018,3,3.0
Формальдегид,2018,11,4.0
Формальдегид,2019,1,4.0
Формальдегид,2019,2,4.0
Формальдегид,2019,3,4.0
Формальдегид,2020,3,4.6000000000000005
Формальдегид,2020,5,4.0
Формальдегид,2020,6,4.0
Формальдегид,2020,7,3.0
Формальдегид,2020,9,4.0
Формальдегид,2020,10,4.0
Формальдегид,2021,1,3.5
Формальдегид,2021,7,3.5
Фосфаты,2008,1,29.0
Фосфаты,2008,2,30.0
Фосфаты,2008,4,20.5
Фосфаты,2008,5,37.666666666666664
Фосфаты,2008,6,25.5
Фосфаты,2008,7,39.0
Фосфаты,2008,10,29.0
Фосфаты,2008,11,27.0
Фосфаты,2009,2,26.0
Фосфаты,2009,3,14.0
Фосфаты,2009,5,15.5
Фосфаты,2009,6,25.5
Фосфаты,2009,7,26.666666666666668
Фосфаты,2009,8,22.75
Фосфаты,2009,9,29.333333333333332
Фосфаты,2009,10,38.333333333333336
Фосфаты,2009,11,17.0
Фосфаты,2010,2,23.5
Фосфаты,2010,3,18.0
Фосфаты,2010,4,19.25
Фосфаты,2010,5,35.0
Фосфаты,2010,6,20.0
Фосфаты,2010,7,22.435000000000002
Фосфаты,2010,8,14.0
Фосфаты,2010,9,19.75
Фосфаты,2010,10,28.5
Фосфаты,2010,11,23.0
Фосфаты,2010,12,43.0
Фосфаты,2011,1,13.0
Фосфаты,2011,5,27.0
Фосфаты,2011,7,34.0
Фосфаты,2011,8,32.5
Фосфаты,2011,9,16.5
Фосфаты,2012,1,23.0
Фосфаты,2012,2,15.0
Фосфаты,2012,3,15.0
Фосфаты,2012,4,33.0
Фосфаты,2012,5,17.0
Фосфаты,2012,6,21.0
Фосфаты,2012,7,22.0
Фосфаты,2012,9,16.0
Фосфаты,2012,10,19.0
Фосфаты,2013,2,18.0
Фосфаты,2013,3,19.0
Фосфаты,2013,6,14.5
Фосфаты,2013,7,17.0
Фосфаты,2014,1,25.0
Фосфаты,2014,3,20.0
Фосфаты,2014,5,13.0
Фосфаты,2014,7,19.0
Фосфаты,2014,9,14.0
Фосфаты,2014,10,11.0
Фосфаты,2014,11,15.0
Фосфаты,2015,1,22.0
Фосфаты,2015,2,12.0
Фосфаты,2015,3,20.5
Фосфаты,2015,6,19.0
Фосфаты,2015,8,17.333333333333332
Фосфаты,2015,9,16.0
Фосфаты,2015,11,15.0
Фосфаты,2015,12,24.0
Фосфаты,2016,1,15.0
Фосфаты,2016,2,13.0
Фосфаты,2016,3,13.5
Фосфаты,2016,6,11.0
Фосфаты,2016,7,12.5
Фосфаты,2016,10,14.0
Фосфаты,2016,11,10.0
Фосфаты,2017,1,13.0
Фосфаты,2017,2,14.0
Фосфаты,2017,7,12.0
Фосфаты,2017,8,12.0
Фосфаты,2017,9,22.5
Фосфаты,2017,11,12.666666666666666
Фосфаты,2018,1,13.0
Фосфаты,2018,2,10.0
Фосфаты,2018,3,15.0
Фосфаты,2018,5,21.0
Фосфаты,2018,7,14.0
Фосфаты,2018,9,13.0
Фосфаты,2018,10,17.0
Фосфаты,2018,11,8.0
Фосфаты,2018,12,15.0
Фосфаты,2019,3,15.0
Фосфаты,2019,4,16.0
Фосфаты,2019,5,13.0
Фосфаты,2019,6,22.5
Фосфаты,2019,7,11.0
Фосфаты,2019,10,15.0
Фосфаты,2019,11,13.5
Фосфаты,2020,2,14.0
Фосфаты,2020,3,14.13
Фосфаты,2020,4,15.0
Фосфаты,2020,6,11.0
Фосфаты,2020,7,10.0
Фосфаты,2020,8,14.5
Фосфаты,2020,9,14.0
Фосфаты,2020,11,13.666666666666666
Фосфаты,2021,1,21.0
Фосфаты,2021,2,15.333333333333334
Фосфаты,2021,4,18.333333333333332
Фосфаты,2021,5,16.5
Фосфаты,2021,8,13.0
Фториды,2008,4,20.0
Фториды,2008,6,11.0
Фториды,2008,10,15.0
Фториды,2008,12,18.0
Фториды,2009,6,13.0
Фториды,2009,9,14.0
Фториды,2009,10,12.0
Фториды,2009,12,11.0
Фториды,2011,10,11.0
Фториды,2011,12,13.0
Фториды,2016,10,18.0
Фториды,2017,3,12.0
Фториды,2017,6,12.0
Фториды,2018,4,12.0
Фториды,2018,10,11.0
Фториды,2019,3,18.0
Фториды,2019,6,10.0
Фториды,2019,9,15.5
Фториды,2019,10,18.0
Фториды,2019,11,16.0
Фториды,2019,12,13.5
Фториды,2020,1,20.0
Фториды,2020,3,24.0
Фториды,2020,4,29.0
Фториды,2020,5,11.0
Фториды,2020,6,15.0
Фториды,2020,7,16.0
Фториды,2020,8,18.0
Фториды,2020,9,16.0
Фториды,2020,10,16.0
Фториды,2020,11,13.0
Фториды,2020,12,13.0
Фториды,2021,1,14.0
Фториды,2021,2,16.0
Фториды,2021,3,14.5
Фториды,2021,6,15.5
Фториды,2021,7,14.0
Фториды,2021,8,14.0
ХПК,2008,1,20.0
ХПК,2008,2,22.0
ХПК,2008,3,15.666666666666666
ХПК,2008,4,15.0
ХПК,2008,6,15.0
ХПК,2008,7,14.0
ХПК,2008,8,14.0
ХПК,2008,9,11.5
ХПК,2008,10,14.5
ХПК,2008,11,84.5
ХПК,2008,12,14.0
ХПК,2009,1,14.0
ХПК,2009,2,15.0
ХПК,2009,3,13.0
ХПК,2009,4,14.0
ХПК,2009,5,11.0
ХПК,2009,6,11.0
ХПК,2009,9,20.0
ХПК,2009,10,12.333333333333334
ХПК,2009,11,12.0
ХПК,2010,1,10.0
ХПК,2010,2,21.0
ХПК,2010,3,20.5
ХПК,2010,4,15.0
ХПК,2010,5,13.0
ХПК,2010,7,188.0
ХПК,2010,8,153.9
ХПК,2010,9,14.666666666666666
ХПК,2010,10,15.5
ХПК,2010,12,19.0
ХПК,2011,1,24.0
ХПК,2011,2,15.25
ХПК,2011,3,24.0
ХПК,2011,4,13.5
ХПК,2011,5,18.0
ХПК,2011,6,12.0
ХПК,2011,7,14.0
ХПК,2011,8,13.0
ХПК,2011,11,15.5
ХПК,2012,2,12.333333333333334
ХПК,2012,3,13.333333333333334
ХПК,2012,4,17.0
ХПК,2012,5,12.0
ХПК,2012,6,16.0
ХПК,2012,7,11.0
ХПК,2012,8,14.0
ХПК,2012,9,13.0
ХПК,2012,10,12.5
ХПК,2012,12,11.0
ХПК,2013,1,20.5
ХПК,2013,2,14.666666666666666
ХПК,2013,3,15.0
ХПК,2013,4,25.0
ХПК,2013,6,13.0
ХПК,2013,7,15.0
ХПК,2013,8,11.0
ХПК,2013,9,15.0
ХПК,2013,11,10.0
ХПК,2014,1,12.0
ХПК,2014,4,15.5
ХПК,2014,5,10.0
ХПК,2014,7,23.5
ХПК,2014,8,26.0
ХПК,2014,9,12.0
ХПК,2014,10,16.0
ХПК,2014,11,15.0
ХПК,2015,1,23.5
ХПК,2015,2,14.0
ХПК,2015,3,20.0
ХПК,2015,4,11.666666666666666
ХПК,2015,5,17.0
ХПК,2015,6,15.5
ХПК,2015,7,18.5
ХПК,2015,8,13.0
ХПК,2015,9,19.0
ХПК,2015,10,18.0
ХПК,2015,11,13.0
ХПК,2015,12,15.0
ХПК,2016,1,10.0
ХПК,2016,2,19.0
ХПК,2016,3,11.0
ХПК,2016,4,16.0
ХПК,2016,5,15.0
ХПК,2016,6,30.0
ХПК,2016,7,13.0
ХПК,2016,8,14.5
ХПК,2016,9,15.0
ХПК,2016,10,12.0
ХПК,2016,11,14.666666666666666
ХПК,2016,12,15.0
ХПК,2017,1,11.0
ХПК,2017,2,12.5
ХПК,2017,3,15.0
ХПК,2017,4,29.5
ХПК,2017,5,20.0
ХПК,2017,6,16.0
ХПК,2017,7,20.0
ХПК,2017,8,15.0
ХПК,2017,9,13.75
ХПК,2017,10,12.5
ХПК,2017,11,13.0
ХПК,2017,12,15.5
ХПК,2018,1,14.0
ХПК,2018,2,19.0
ХПК,2018,3,13.0
ХПК,2018,6,36.0
ХПК,2018,7,12.0
ХПК,2018,8,13.0
ХПК,2018,9,19.0
ХПК,2018,10,12.0
ХПК,2018,11,15.75
ХПК,2018,12,21.75
ХПК,2019,1,19.0
ХПК,2019,2,14.5
ХПК,2019,3,16.0
ХПК,2019,5,11.0
ХПК,2019,6,26.5
ХПК,2019,7,12.0
ХПК,2019,9,21.666666666666668
ХПК,2019,10,13.0
ХПК,2019,11,17.0
ХПК,2019,12,19.0
ХПК,2020,2,16.5
ХПК,2020,4,291.8
ХПК,2020,5,21.5
ХПК,2020,6,20.333333333333332
ХПК,2020,7,10.0
ХПК,2020,8,17.0
ХПК,2020,9,14.666666666666666
ХПК,2020,10,13.666666666666666
ХПК,2020,11,12.0
ХПК,2020,12,11.666666666666666
ХПК,2021,1,13.0
ХПК,2021,2,16.0
ХПК,2021,3,11.0
ХПК,2021,4,16.0
ХПК,2021,6,22.666666666666668
ХПК,2021,7,12.0
ХПК,2021,8,18.666666666666668
Хлориды,2009,3,16.0
Хлориды,2009,4,11.0
Хлориды,2010,4,10.0
Хлориды,2010,8,11.5
Хлориды,2011,3,14.0
Хлориды,2011,5,10.0
Хлориды,2011,8,17.0
Хлориды,2012,3,16.0
Хлориды,2012,4,22.0
Хлориды,2012,5,10.5
Хлориды,2012,10,15.0
Хлориды,2012,12,15.0
Хлориды,2013,3,15.0
Хлориды,2013,4,22.0
Хлориды,2013,5,11.0
Хлориды,2013,7,11.0
Хлориды,2013,8,14.0
Хлориды,2014,5,11.0
Хлориды,2014,9,10.0
Хлориды,2014,10,11.5
Хлориды,2015,4,15.0
Хлориды,2015,5,11.0
Хлориды,2015,11,13.0
Хлориды,2016,3,17.0
Хлориды,2016,5,14.0
Хлориды,2016,6,14.0
Хлориды,2016,8,18.0
Хлориды,2016,12,11.0
Хлориды,2017,3,12.0
Хлориды,2017,4,14.0
Хлориды,2017,7,12.0
Хлориды,2017,8,21.0
Хлориды,2018,3,12.0
Хлориды,2019,3,11.0
Хлориды,2020,8,17.0
Хлориды,2021,4,39.0
Хлориды,2021,8,48.0
Хром (VI),2012,2,13.0
Хром (VI),2012,3,12.0
Хром (VI),2013,3,11.0
Хром (VI),2021,7,20.0
Цинк,2008,1,18.0
Цинк,2008,2,23.0
Цинк,2008,3,15.0
Цинк,2008,4,26.0
Цинк,2008,5,21.75
Цинк,2008,6,15.0
Цинк,2008,7,14.5
Цинк,2008,8,17.0
Цинк,2008,9,19.6
Цинк,2008,10,16.25
Цинк,2008,11,14.675
Цинк,2008,12,14.333333333333334
Цинк,2009,1,18.5
Цинк,2009,2,18.75
Цинк,2009,3,28.0
Цинк,2009,4,18.333333333333332
Цинк,2009,5,23.333333333333332
Цинк,2009,6,20.666666666666668
Цинк,2009,7,14.5
Цинк,2009,8,18.0
Цинк,2009,9,16.0
Цинк,2009,10,18.0
Цинк,2009,11,18.333333333333332
Цинк,2009,12,28.333333333333332
Цинк,2010,1,22.25
Цинк,2010,2,25.0
Цинк,2010,3,26.5
Цинк,2010,4,26.25
Цинк,2010,5,25.333333333333332
Цинк,2010,6,27.666666666666668
Цинк,2010,7,22.150000000000002
Цинк,2010,8,24.571428571428573
Цинк,2010,9,20.0
Цинк,2010,10,18.25
Цинк,2010,11,12.25
Цинк,2010,12,23.333333333333332
Цинк,2011,1,18.4
Цинк,2011,2,15.75
Цинк,2011,3,24.166666666666668
Цинк,2011,4,34.0
Цинк,2011,5,27.25
Цинк,2011,6,21.333333333333332
Цинк,2011,7,18.0
Цинк,2011,8,19.0
Цинк,2011,9,17.8
Цинк,2011,10,12.666666666666666
Цинк,2011,11,14.0
Цинк,2011,12,31.0
Цинк,2012,1,38.0
Цинк,2012,2,22.166666666666668
Цинк,2012,3,32.142857142857146
Цинк,2012,4,36.5
Цинк,2012,5,24.0
Цинк,2012,6,29.0
Цинк,2012,7,31.0
Цинк,2012,8,13.0
Цинк,2012,9,10.0
Цинк,2012,10,19.0
Цинк,2012,11,27.666666666666668
Цинк,2012,12,26.75
Цинк,2013,1,14.0
Цинк,2013,2,15.0
Цинк,2013,3,15.333333333333334
Цинк,2013,4,29.25
Цинк,2013,5,19.6
Цинк,2013,6,17.75
Цинк,2013,7,17.333333333333332
Цинк,2013,8,17.0
Цинк,2013,9,16.5
Цинк,2013,10,20.0
Цинк,2013,11,25.0
Цинк,2013,12,32.2
Цинк,2014,1,18.0
Цинк,2014,2,31.5
Цинк,2014,3,20.333333333333332
Цинк,2014,4,14.8
Цинк,2014,5,16.0
Цинк,2014,6,18.8
Цинк,2014,7,21.8
Цинк,2014,8,23.0
Цинк,2014,9,24.666666666666668
Цинк,2014,10,31.333333333333332
Цинк,2014,11,23.0
Цинк,2014,12,27.4
Цинк,2015,1,30.75
