indicator,year,month,avg_concentration
Цинк,2015,2,34.666666666666664
Цинк,2015,3,22.666666666666668
Цинк,2015,4,17.0
Цинк,2015,5,23.571428571428573
Цинк,2015,6,22.75
Цинк,2015,7,24.714285714285715
Цинк,2015,8,31.75
Цинк,2015,9,27.5
Цинк,2015,10,23.625
Цинк,2015,11,29.875
Цинк,2015,12,22.25
Цинк,2016,1,23.333333333333332
Цинк,2016,2,16.4
Цинк,2016,3,19.428571428571427
Цинк,2016,4,17.333333333333332
Цинк,2016,5,23.0
Цинк,2016,6,21.4
Цинк,2016,7,27.625
Цинк,2016,8,19.4
Цинк,2016,9,21.75
Цинк,2016,10,16.8
Цинк,2016,11,18.5
Цинк,2016,12,16.5
Цинк,2017,1,26.666666666666668
Цинк,2017,2,17.5
Цинк,2017,3,23.2
Цинк,2017,4,28.0
Цинк,2017,5,28.857142857142858
Цинк,2017,6,27.285714285714285
Цинк,2017,7,24.5
Цинк,2017,8,27.666666666666668
Цинк,2017,9,23.5
Цинк,2017,10,21.142857142857142
Цинк,2017,11,28.0
Цинк,2017,12,38.5
Цинк,2018,1,28.75
Цинк,2018,2,23.0
Цинк,2018,3,21.0
Цинк,2018,4,23.11111111111111
Цинк,2018,5,23.4
Цинк,2018,6,27.333333333333332
Цинк,2018,7,24.75
Цинк,2018,8,27.833333333333332
Цинк,2018,9,18.6
Цинк,2018,10,25.3
Цинк,2018,11,28.8
Цинк,2018,12,28.5
Цинк,2019,1,25.0
Цинк,2019,2,26.0
Цинк,2019,3,26.833333333333332
Цинк,2019,4,27.5
Цинк,2019,5,27.0
Цинк,2019,6,15.666666666666666
Цинк,2019,7,29.666666666666668
Цинк,2019,8,29.25
Цинк,2019,9,23.0
Цинк,2019,10,18.833333333333332
Цинк,2019,11,23.142857142857142
Цинк,2019,12,28.8
Цинк,2020,1,43.0
Цинк,2020,2,22.666666666666668
Цинк,2020,3,30.0
Цинк,2020,4,27.125
Цинк,2020,5,33.333333333333336
Цинк,2020,6,33.8
Цинк,2020,7,33.833333333333336
Цинк,2020,8,21.666666666666668
Цинк,2020,9,22.428571428571427
Цинк,2020,10,32.8
Цинк,2020,11,29.333333333333332
Цинк,2020,12,31.0
Цинк,2021,1,22.2
Цинк,2021,2,18.0
Цинк,2021,3,24.1
Цинк,2021,4,27.0
Цинк,2021,5,22.75
Цинк,2021,6,28.8
Цинк,2021,7,35.5
Цинк,2021,8,26.5
