subject,total_cases,avg_concentration,avg_exceed_ratio,records,municipality,settlement,OKTMO
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Нижний Тагил,г. Нижний Тагил,65751000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ирбитское муниципальное образование,г. Ирбит,65739000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Нижний Тагил,г. Нижний Тагил,65751000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Нижний Тагил,г. Нижний Тагил,65751000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Серовский городской округ,п. Черноярский,65756000271
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Серовский городской округ,п. Черноярский,65756000271
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Ревда,г. Ревда,65719000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Шалинский городской округ,рп. Староуткинск,65766000051
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Туринский городской округ,г. Туринск,65726000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Усть-Салда,65709000351
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Усть-Салда,65709000351
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Усть-Салда,65709000351
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Сысертский городской округ,п. Двуреченск,65722000181
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Сысертский городской округ,п. Двуреченск,65722000181
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,п. Ключевск,65731000121
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,п. Ключевск,65731000121
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Ревда,г. Ревда,65719000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Ревда,г. Ревда,65719000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,с. Новоалексеевское,65753000241
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Белоярский городской округ,с. Колюткино,65706000201
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ирбитское муниципальное образование,г. Ирбит,65739000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуфимск,г. Красноуфимск,65747000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Заречный,г. Заречный,65737000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Белоярский городской округ,с. Колюткино,65706000201
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,с. Коптяки,65716000201
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхотурский,с. Прокопьевская Салда,65709000346
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Талицкий городской округ,г. Талица,65724000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Камышловский городской округ,г. Камышлов,65741000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Краснослободское,65639470191
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,город Каменск-Уральский,г. Каменск-Уральский,65740000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,с. Новоалексеевское,65753000241
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Верхний Тагил,г. Верхний Тагил,65733000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ирбитское муниципальное образование,г. Ирбит,65739000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,с. Новоалексеевское,65753000241
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Тавдинский городской округ,г. Тавда,65723000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ирбитское муниципальное образование,г. Ирбит,65739000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Туринский городской округ,г. Туринск,65726000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Камышловский городской округ,г. Камышлов,65741000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Кировградский городской округ,г. Кировград,65744000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Первоуральск,г. Первоуральск,65753000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Ивдельский городской округ,г. Ивдель,65738000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Невьянский городской округ,г. Невьянск,65714000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,городской округ Красноуральск,г. Красноуральск,65746000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Полевской городской округ,г. Полевской,65754000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Берёзовский городской округ,г. Березовский,65731000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001
Свердловская область,1830,109.43908493150681,30703.3851044505,1825,Новолялинский городской округ,г. Новая Ляля,65716000001
