id,period,okato,subject,river_basin,indicator,hazard_class,cnt_cases,value_min,value_max,unit,indicator,pdk_hazard_class,pdk_value,date_start,date_end,ingredient_npa,in_period,concentration_mg_l
1938,2010-10-31,36000000000,Самарская область,р. Волга,Нитрит-ионы,4э,1,11.0,11.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.22
1939,2010-10-31,36000000000,Самарская область,р. Волга,Фосфаты,4э,2,17.0,19.0,ПДК,Фосфаты,4э,0.2,2010-01-18,2099-12-31,Росрыболовство-2010,true,3.8000000000000003
1940,2010-10-31,65000000000,Свердловская область,р. Кама,Взвешенные вещества,0,3,12.0,21.0,ПДК,,,,,,,,
1941,2010-10-31,65000000000,Свердловская область,р. Обь,Нитрит-ионы,4э,2,14.0,14.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.28
1942,2010-10-31,65000000000,Свердловская область,р. Обь,Взвешенные вещества,0,23,11.0,49.0,ПДК,,,,,,,,
1943,2010-10-31,65000000000,Свердловская область,р. Обь,ХПК,0,1,12.0,12.0,ПДК,,,,,,,,
1944,2010-10-31,70000000000,Тульская область,р. Волга,Нитрит-ионы,4э,2,11.0,15.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.3
1945,2010-10-31,71000000000,Тюменская область,р. Обь,Фенол,3,1,38.0,38.0,ПДК,Фенол,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.038
1946,2010-10-31,71000000000,Тюменская область,р. Обь,Нефть и нефтепродукты,3,1,41.0,41.0,ПДК,Нефть и нефтепродукты,3,0.05,2010-01-18,2099-12-31,Росрыболовство-2010,true,2.0500000000000003
1947,2010-10-31,71000000000,Тюменская область,р. Обь,Марганец,4,1,41.0,41.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.41000000000000003
1948,2010-10-31,71000000000,Тюменская область,р. Обь,Цинк,3,2,13.0,19.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.19
1949,2010-10-31,94000000000,Удмуртская Республика,р. Волга,Взвешенные вещества,0,4,11.0,39.0,ПДК,,,,,,,,
1950,2010-10-31,73000000000,Ульяновская область,р. Волга,Нитрит-ионы,4э,2,12.0,24.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.48
1951,2010-10-31,73000000000,Ульяновская область,р. Волга,Аммоний-ион,4,2,11.0,12.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.800000000000001
1952,2010-10-31,8000000000,Хабаровский край,р. Амур,Медь,3,2,36.0,47.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.047
1953,2010-10-31,8000000000,Хабаровский край,р. Амур,БПК5,0,1,7.0,7.0,ПДК,,,,,,,,
1954,2010-10-31,8000000000,Хабаровский край,р. Амур,Фосфаты,4э,2,30.0,38.0,ПДК,Фосфаты,4э,0.2,2010-01-18,2099-12-31,Росрыболовство-2010,true,7.6000000000000005
1955,2010-10-31,8000000000,Хабаровский край,р. Амур,Растворенный кислород,0,1,2.78,2.78,мг/л,,,,,,,,2.78
1956,2010-10-31,8000000000,Хабаровский край,р. Амур,Аммоний-ион,4,2,25.0,36.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,14.4
1957,2010-10-31,75000000000,Челябинская область,р. Кама,Взвешенные вещества,0,2,10.0,11.0,ПДК,,,,,,,,
1958,2010-10-31,75000000000,Челябинская область,р. Обь,Медь,3,1,32.0,32.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.032
1959,2010-10-31,75000000000,Челябинская область,р. Обь,Цинк,3,1,13.0,13.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.13
1960,2010-10-31,75000000000,Челябинская область,р. Обь,Марганец,4,1,50.0,50.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.5
1961,2010-10-31,75000000000,Челябинская область,р. Обь,Взвешенные вещества,0,9,10.0,29.0,ПДК,,,,,,,,
1962,2010-10-31,75000000000,Челябинская область,р. Обь,Нитрит-ионы,4э,3,11.0,19.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.38
1963,2010-10-31,75000000000,Челябинская область,р. Урал,Взвешенные вещества,0,5,10.0,29.0,ПДК,,,,,,,,
1964,2010-10-31,75000000000,Челябинская область,р. Урал,Марганец,4,1,49.0,49.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.49
1965,2010-11-30,12000000000,Астраханская область,р. Волга,Ртуть,1,1,3.0,3.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,3.0000000000000004E-5
1966,2010-11-30,14000000000,Белгородская область,р. Дон,Нитрит-ионы,4э,3,14.0,18.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.36
1967,2010-11-30,17000000000,Владимирская область,р. Волга,Нитрит-ионы,4э,1,17.0,17.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.34
1968,2010-11-30,19000000000,Вологодская область,р. Волга,Цинк,3,1,11.0,11.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.11
1969,2010-11-30,19000000000,Вологодская область,р. Северная Двина,Медь,3,1,47.0,47.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.047
1970,2010-11-30,19000000000,Вологодская область,р. Северная Двина,Цинк,3,1,12.0,12.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.12
1971,2010-11-30,19000000000,Вологодская область,р. Северная Двина,БПК5,0,1,6.0,6.0,ПДК,,,,,,,,
1972,2010-11-30,76000000000,Забайкальский край,р. Амур,Нитрит-ионы,4э,1,49.0,49.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.98
1973,2010-11-30,76000000000,Забайкальский край,р. Амур,Аммоний-ион,4,1,12.0,12.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.800000000000001
1974,2010-11-30,76000000000,Забайкальский край,р. Амур,Фосфаты,4э,1,23.0,23.0,ПДК,Фосфаты,4э,0.2,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.6000000000000005
1975,2010-11-30,30000000000,Камчатский край,"малые реки, озера, водохранилища",Нефть и нефтепродукты,3,3,32.0,46.0,ПДК,Нефть и нефтепродукты,3,0.05,2010-01-18,2099-12-31,Росрыболовство-2010,true,2.3000000000000003
1976,2010-11-30,30000000000,Камчатский край,"малые реки, озера, водохранилища",Железо общее,4,3,33.0,49.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.9
1977,2010-11-30,4000000000,Красноярский край,р. Енисей,Цинк,3,1,13.0,13.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.13
1978,2010-11-30,4000000000,Красноярский край,р. Обь,Кадмий,2,4,4.0,4.0,ПДК,Кадмий,2,0.005,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.02
1979,2010-11-30,37000000000,Курганская область,р. Обь,Взвешенные вещества,0,5,12.0,47.0,ПДК,,,,,,,,
1980,2010-11-30,44000000000,Магаданская область,р. Колыма,Марганец,4,1,37.0,37.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.37
1981,2010-11-30,44000000000,Магаданская область,р. Колыма,Свинец,2,1,4.0,4.0,ПДК,Свинец,2,0.006,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.024
1982,2010-11-30,46000000000,Московская область,р. Волга,Аммоний-ион,4,7,11.0,20.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,8.0
1983,2010-11-30,46000000000,Московская область,р. Волга,Нитрит-ионы,4э,13,11.0,28.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.56
1984,2010-11-30,47000000000,Мурманская область,"малые реки, озера, водохранилища",АСПАВ,4,1,16.0,16.0,ПДК,,,,,,,,
1985,2010-11-30,47000000000,Мурманская область,"малые реки, озера, водохранилища",Аммоний-ион,4,1,34.0,34.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,13.600000000000001
1986,2010-11-30,47000000000,Мурманская область,"малые реки, озера, водохранилища",Ртуть,1,1,5.0,5.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.0E-5
1987,2010-11-30,47000000000,Мурманская область,"малые реки, озера, водохранилища",Никель,3,3,10.0,30.0,ПДК,Никель,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.3
1988,2010-11-30,22000000000,Нижегородская область,р. Волга,Сульфаты,4,1,11.0,11.0,ПДК,Сульфаты,4,100.0,2010-01-18,2099-12-31,Росрыболовство-2010,true,1100.0
1989,2010-11-30,22000000000,Нижегородская область,р. Волга,Взвешенные вещества,0,2,22.0,22.0,ПДК,,,,,,,,
1990,2010-11-30,50000000000,Новосибирская область,р. Обь,Медь,3,1,43.0,43.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.043000000000000003
1991,2010-11-30,50000000000,Новосибирская область,р. Обь,Марганец,4,3,34.0,44.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.44
1992,2010-11-30,57000000000,Пермский край,р. Волга,Взвешенные вещества,0,9,12.0,49.0,ПДК,,,,,,,,
1993,2010-11-30,57000000000,Пермский край,р. Кама,Никель,3,1,10.0,10.0,ПДК,Никель,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.1
1994,2010-11-30,57000000000,Пермский край,р. Кама,Железо общее,4,1,32.0,32.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,3.2
1995,2010-11-30,57000000000,Пермский край,р. Кама,Взвешенные вещества,0,5,11.0,16.0,ПДК,,,,,,,,
1996,2010-11-30,5000000000,Приморский край,р. Амур,Аммоний-ион,4,1,19.0,19.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,7.6000000000000005
1997,2010-11-30,5000000000,Приморский край,р. Амур,Алюминий,4,2,11.0,24.0,ПДК,Алюминий,4,0.04,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.96
1998,2010-11-30,5000000000,Приморский край,р. Амур,Нитрит-ионы,4э,1,16.0,16.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.32
1999,2010-11-30,5000000000,Приморский край,"малые реки, озера, водохранилища",Алюминий,4,1,12.0,12.0,ПДК,Алюминий,4,0.04,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.48
2000,2010-11-30,5000000000,Приморский край,"малые реки, озера, водохранилища",Сульфиды и сероводород,4,1,3.0E-4,3.0E-4,мг/л,Сульфиды и сероводород,4,0.05,2003-04-30,2021-01-27,СанПиН-2003,true,3.0E-4
2001,2010-11-30,89000000000,Республика Мордовия,р. Волга,Нитрит-ионы,4э,1,12.0,12.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.24
2002,2010-11-30,90000000000,Республика Северная Осетия-Алания,р. Терек,БПК5,0,1,7.0,7.0,ПДК,,,,,,,,
2003,2010-11-30,90000000000,Республика Северная Осетия-Алания,р. Терек,Растворенный кислород,0,1,2.94,2.94,мг/л,,,,,,,,2.94
2004,2010-11-30,61000000000,Рязанская область,р. Волга,Нитрит-ионы,4э,3,11.0,43.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.86
2005,2010-11-30,63000000000,Саратовская область,р. Дон,Нитрит-ионы,4э,1,30.0,30.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.6
2006,2010-11-30,65000000000,Свердловская область,р. Волга,Взвешенные вещества,0,1,34.0,34.0,ПДК,,,,,,,,
2007,2010-11-30,65000000000,Свердловская область,р. Кама,Взвешенные вещества,0,1,10.0,10.0,ПДК,,,,,,,,
2008,2010-11-30,65000000000,Свердловская область,р. Обь,Взвешенные вещества,0,27,10.0,27.0,ПДК,,,,,,,,
2009,2010-11-30,65000000000,Свердловская область,р. Обь,Фосфаты,4э,1,23.0,23.0,ПДК,Фосфаты,4э,0.2,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.6000000000000005
2010,2010-11-30,65000000000,Свердловская область,р. Обь,Фенол,3,1,42.0,42.0,ПДК,Фенол,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.042
2011,2010-11-30,65000000000,Свердловская область,р. Обь,Нитрит-ионы,4э,1,16.0,16.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.32
2012,2010-11-30,70000000000,Тульская область,р. Волга,Нитрит-ионы,4э,2,11.0,23.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.46
2013,2010-11-30,70000000000,Тульская область,р. Дон,Нитрит-ионы,4э,1,11.0,11.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.22
2014,2010-11-30,70000000000,Тульская область,р. Дон,Аммоний-ион,4,1,12.0,12.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.800000000000001
2015,2010-11-30,71000000000,Тюменская область,р. Обь,Нефть и нефтепродукты,3,1,39.0,39.0,ПДК,Нефть и нефтепродукты,3,0.05,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.9500000000000002
2016,2010-11-30,71000000000,Тюменская область,р. Обь,Железо общее,4,2,34.0,49.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.9
2017,2010-11-30,94000000000,Удмуртская Республика,р. Волга,Взвешенные вещества,0,2,14.0,20.0,ПДК,,,,,,,,
2018,2010-11-30,75000000000,Челябинская область,р. Кама,Взвешенные вещества,0,3,11.0,11.0,ПДК,,,,,,,,
2019,2010-11-30,75000000000,Челябинская область,р. Обь,Взвешенные вещества,0,10,10.0,17.0,ПДК,,,,,,,,
2020,2010-11-30,75000000000,Челябинская область,р. Обь,Цинк,3,1,13.0,13.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.13
2021,2010-11-30,75000000000,Челябинская область,р. Обь,Марганец,4,2,32.0,37.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.37
2022,2010-11-30,75000000000,Челябинская область,р. Урал,Взвешенные вещества,0,2,13.0,15.0,ПДК,,,,,,,,
2023,2010-12-31,12000000000,Астраханская область,р. Волга,Ртуть,1,1,4.0,4.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.0E-5
2024,2010-12-31,14000000000,Белгородская область,р. Дон,Нитрит-ионы,4э,2,11.0,11.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.22
2025,2010-12-31,19000000000,Вологодская область,р. Северная Двина,БПК5,0,1,17.0,17.0,ПДК,,,,,,,,
2026,2010-12-31,19000000000,Вологодская область,р. Северная Двина,Фенол,3,1,36.0,36.0,ПДК,Фенол,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.036000000000000004
2027,2010-12-31,19000000000,Вологодская область,р. Северная Двина,Лигносульфонаты,4,1,50.0,50.0,ПДК,Лигносульфонаты,4,2.0,2010-01-18,2099-12-31,Росрыболовство-2010,true,100.0
2028,2010-12-31,19000000000,Вологодская область,р. Северная Двина,ХПК,0,1,19.0,19.0,ПДК,,,,,,,,
2029,2010-12-31,40000000000,г. Санкт-Петербург,"малые реки, озера, водохранилища",Марганец,4,2,32.0,34.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.34
2030,2010-12-31,33000000000,Кировская область,р. Волга,Взвешенные вещества,0,3,12.0,23.0,ПДК,,,,,,,,
2031,2010-12-31,37000000000,Курганская область,р. Обь,Марганец,4,2,30.0,34.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.34
2032,2010-12-31,37000000000,Курганская область,р. Обь,Взвешенные вещества,0,6,13.0,34.0,ПДК,,,,,,,,
2033,2010-12-31,46000000000,Московская область,р. Волга,Нитрит-ионы,4э,6,13.0,18.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.36
2034,2010-12-31,46000000000,Московская область,р. Волга,БПК5,0,1,6.0,6.0,ПДК,,,,,,,,
2035,2010-12-31,46000000000,Московская область,р. Волга,Аммоний-ион,4,1,10.0,10.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.0
2036,2010-12-31,47000000000,Мурманская область,"малые реки, озера, водохранилища",Ртуть,1,3,3.0,5.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.0E-5
2037,2010-12-31,47000000000,Мурманская область,"малые реки, озера, водохранилища",Медь,3,1,43.0,43.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.043000000000000003
2038,2010-12-31,47000000000,Мурманская область,"малые реки, озера, водохранилища",Никель,3,2,13.0,24.0,ПДК,Никель,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.24
2039,2010-12-31,22000000000,Нижегородская область,р. Волга,Сульфаты,4,1,12.0,12.0,ПДК,Сульфаты,4,100.0,2010-01-18,2099-12-31,Росрыболовство-2010,true,1200.0
2040,2010-12-31,22000000000,Нижегородская область,р. Волга,Взвешенные вещества,0,3,11.0,37.0,ПДК,,,,,,,,
2041,2010-12-31,50000000000,Новосибирская область,р. Обь,Медь,3,1,38.0,38.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.038
2042,2010-12-31,50000000000,Новосибирская область,р. Обь,Марганец,4,2,41.0,47.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.47000000000000003
2043,2010-12-31,57000000000,Пермский край,р. Кама,Никель,3,1,24.0,24.0,ПДК,Никель,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.24
2044,2010-12-31,57000000000,Пермский край,р. Кама,Взвешенные вещества,0,2,13.0,35.0,ПДК,,,,,,,,
2045,2010-12-31,57000000000,Пермский край,р. Кама,Цинк,3,1,10.0,10.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.1
2046,2010-12-31,5000000000,Приморский край,р. Амур,Алюминий,4,1,18.0,18.0,ПДК,Алюминий,4,0.04,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.72
2047,2010-12-31,5000000000,Приморский край,р. Амур,Фенол,3,1,47.0,47.0,ПДК,Фенол,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.047
2048,2010-12-31,5000000000,Приморский край,р. Амур,Марганец,4,1,38.0,38.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.38
2049,2010-12-31,5000000000,Приморский край,р. Амур,Аммоний-ион,4,2,11.0,11.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.4
2050,2010-12-31,5000000000,Приморский край,р. Амур,БПК5,0,1,18.0,18.0,ПДК,,,,,,,,
2051,2010-12-31,5000000000,Приморский край,р. Амур,Растворенный кислород,0,1,2.26,2.26,мг/л,,,,,,,,2.26
2052,2010-12-31,5000000000,Приморский край,"малые реки, озера, водохранилища",Марганец,4,1,49.0,49.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.49
2053,2010-12-31,5000000000,Приморский край,"малые реки, озера, водохранилища",Цинк,3,1,48.0,48.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.48
2054,2010-12-31,90000000000,Республика Северная Осетия-Алания,р. Терек,БПК5,0,2,8.0,18.0,ПДК,,,,,,,,
2055,2010-12-31,65000000000,Свердловская область,р. Волга,Марганец,4,1,49.0,49.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.49
2056,2010-12-31,65000000000,Свердловская область,р. Волга,Взвешенные вещества,0,1,25.0,25.0,ПДК,,,,,,,,
2057,2010-12-31,65000000000,Свердловская область,р. Кама,Взвешенные вещества,0,1,14.0,14.0,ПДК,,,,,,,,
2058,2010-12-31,65000000000,Свердловская область,р. Кама,Марганец,4,2,36.0,42.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.42
2059,2010-12-31,65000000000,Свердловская область,р. Обь,Взвешенные вещества,0,25,10.0,25.0,ПДК,,,,,,,,
2060,2010-12-31,65000000000,Свердловская область,р. Обь,Фосфаты,4э,4,14.0,43.0,ПДК,Фосфаты,4э,0.2,2010-01-18,2099-12-31,Росрыболовство-2010,true,8.6
2061,2010-12-31,65000000000,Свердловская область,р. Обь,Марганец,4,10,32.0,48.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.48
2062,2010-12-31,65000000000,Свердловская область,р. Обь,Нитрит-ионы,4э,2,11.0,14.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.28
2063,2010-12-31,65000000000,Свердловская область,р. Обь,Никель,3,1,14.0,14.0,ПДК,Никель,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.14
2064,2010-12-31,70000000000,Тульская область,р. Волга,Нитрит-ионы,4э,1,14.0,14.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.28
2065,2010-12-31,70000000000,Тульская область,р. Дон,Аммоний-ион,4,1,12.0,12.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.800000000000001
2066,2010-12-31,94000000000,Удмуртская Республика,р. Волга,Взвешенные вещества,0,2,11.0,16.0,ПДК,,,,,,,,
2067,2010-12-31,75000000000,Челябинская область,р. Кама,Взвешенные вещества,0,1,15.0,15.0,ПДК,,,,,,,,
2068,2010-12-31,75000000000,Челябинская область,р. Обь,Цинк,3,1,12.0,12.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.12
2069,2010-12-31,75000000000,Челябинская область,р. Обь,Взвешенные вещества,0,6,10.0,25.0,ПДК,,,,,,,,
2070,2010-12-31,75000000000,Челябинская область,р. Обь,Нитрит-ионы,4э,2,11.0,13.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.26
2071,2010-12-31,75000000000,Челябинская область,р. Обь,Марганец,4,1,34.0,34.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.34
2072,2010-12-31,75000000000,Челябинская область,р. Урал,Взвешенные вещества,0,2,11.0,13.0,ПДК,,,,,,,,
2073,2011-01-31,19000000000,Вологодская область,р. Волга,Аммоний-ион,4,1,13.0,13.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.2
2074,2011-01-31,19000000000,Вологодская область,р. Волга,Цинк,3,1,13.0,13.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.13
2075,2011-01-31,19000000000,Вологодская область,р. Волга,Нитрит-ионы,4э,1,46.0,46.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.92
2076,2011-01-31,19000000000,Вологодская область,р. Северная Двина,Лигносульфонаты,4,1,52.0,52.0,ПДК,Лигносульфонаты,4,2.0,2010-01-18,2099-12-31,Росрыболовство-2010,true,104.0
2077,2011-01-31,19000000000,Вологодская область,р. Северная Двина,ХПК,0,1,24.0,24.0,ПДК,,,,,,,,
2078,2011-01-31,40000000000,г. Санкт-Петербург,"малые реки, озера, водохранилища",Марганец,4,2,31.0,38.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.38
2079,2011-01-31,76000000000,Забайкальский край,р. Амур,Растворенный кислород,0,2,2.45,3.0,мг/л,,,,,,,,3.0
2080,2011-01-31,33000000000,Кировская область,р. Волга,Взвешенные вещества,0,1,25.0,25.0,ПДК,,,,,,,,
2081,2011-01-31,4000000000,Красноярский край,р. Енисей,Цинк,3,1,14.0,14.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.14
2082,2011-01-31,4000000000,Красноярский край,р. Обь,Цинк,3,5,12.0,33.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.33
2083,2011-01-31,4000000000,Красноярский край,р. Обь,Кадмий,2,2,4.0,4.0,ПДК,Кадмий,2,0.005,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.02
2084,2011-01-31,37000000000,Курганская область,р. Обь,Марганец,4,2,36.0,44.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.44
2085,2011-01-31,37000000000,Курганская область,р. Обь,Растворенный кислород,0,1,2.21,2.21,мг/л,,,,,,,,2.21
2086,2011-01-31,37000000000,Курганская область,р. Обь,Взвешенные вещества,0,3,11.0,16.0,ПДК,,,,,,,,
2087,2011-01-31,41000000000,Ленинградская область,"малые реки, озера, водохранилища",Марганец,4,1,30.0,30.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.3
2088,2011-01-31,46000000000,Московская область,р. Волга,Нитрит-ионы,4э,13,10.0,21.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.42
2089,2011-01-31,46000000000,Московская область,р. Волга,Аммоний-ион,4,5,10.0,14.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.6000000000000005
2090,2011-01-31,47000000000,Мурманская область,"малые реки, озера, водохранилища",Никель,3,3,12.0,22.0,ПДК,Никель,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.22
2091,2011-01-31,47000000000,Мурманская область,"малые реки, озера, водохранилища",Сульфаты,4,1,12.0,12.0,ПДК,Сульфаты,4,100.0,2010-01-18,2099-12-31,Росрыболовство-2010,true,1200.0
2092,2011-01-31,47000000000,Мурманская область,"малые реки, озера, водохранилища",Ртуть,1,1,4.0,4.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.0E-5
2093,2011-01-31,47000000000,Мурманская область,"малые реки, озера, водохранилища",Водородный показатель (pH),0,1,9.6,9.6,pH,,,,,,,,
