id,period,okato,subject,river_basin,indicator,hazard_class,cnt_cases,value_min,value_max,unit,indicator,pdk_hazard_class,pdk_value,date_start,date_end,ingredient_npa,in_period,concentration_mg_l
692,2009-02-28,37000000000,Курганская область,р. Обь,Взвешенные вещества,0,4,17.0,43.0,ПДК,,,,,,,,
697,2009-02-28,47000000000,Мурманская область,"малые реки, озера, водохранилища",БПК5,0,1,17.0,17.0,ПДК,,,,,,,,
700,2009-02-28,47000000000,Мурманская область,"малые реки, озера, водохранилища",АСПАВ,4,1,22.0,22.0,ПДК,,,,,,,,
702,2009-02-28,22000000000,Нижегородская область,р. Волга,Взвешенные вещества,0,3,12.0,17.0,ПДК,,,,,,,,
708,2009-02-28,57000000000,Пермский край,р. Волга,Взвешенные вещества,0,3,11.0,33.0,ПДК,,,,,,,,
711,2009-02-28,5000000000,Приморский край,р. Амур,БПК5,0,1,20.0,20.0,ПДК,,,,,,,,
713,2009-02-28,5000000000,Приморский край,"малые реки, озера, водохранилища",БПК5,0,1,8.0,8.0,ПДК,,,,,,,,
724,2009-02-28,64000000000,Сахалинская область,"малые реки, озера, водохранилища",БПК5,0,1,9.0,9.0,ПДК,,,,,,,,
727,2009-02-28,65000000000,Свердловская область,р. Волга,Взвешенные вещества,0,3,19.0,21.0,ПДК,,,,,,,,
732,2009-02-28,65000000000,Свердловская область,р. Обь,Взвешенные вещества,0,29,10.0,41.0,ПДК,,,,,,,,
740,2009-02-28,94000000000,Удмуртская Республика,р. Волга,Взвешенные вещества,0,4,15.0,22.0,ПДК,,,,,,,,
741,2009-02-28,94000000000,Удмуртская Республика,р. Северная Двина,Взвешенные вещества,0,1,11.0,11.0,ПДК,,,,,,,,
754,2009-03-31,19000000000,Вологодская область,р. Северная Двина,ХПК,0,1,13.0,13.0,ПДК,,,,,,,,
759,2009-03-31,76000000000,Забайкальский край,р. Амур,БПК5,0,1,6.0,6.0,ПДК,,,,,,,,
760,2009-03-31,33000000000,Кировская область,р. Волга,Взвешенные вещества,0,3,12.0,17.0,ПДК,,,,,,,,
765,2009-03-31,37000000000,Курганская область,р. Обь,Взвешенные вещества,0,1,23.0,23.0,ПДК,,,,,,,,
768,2009-03-31,46000000000,Московская область,р. Волга,БПК5,0,2,5.0,11.0,ПДК,,,,,,,,
777,2009-03-31,22000000000,Нижегородская область,р. Волга,Взвешенные вещества,0,5,10.0,23.0,ПДК,,,,,,,,
788,2009-03-31,57000000000,Пермский край,р. Волга,Взвешенные вещества,0,3,10.0,14.0,ПДК,,,,,,,,
792,2009-03-31,57000000000,Пермский край,р. Кама,Взвешенные вещества,0,1,11.0,11.0,ПДК,,,,,,,,
794,2009-03-31,5000000000,Приморский край,р. Амур,БПК5,0,1,10.0,10.0,ПДК,,,,,,,,
800,2009-03-31,5000000000,Приморский край,"малые реки, озера, водохранилища",БПК5,0,1,9.0,9.0,ПДК,,,,,,,,
805,2009-03-31,64000000000,Сахалинская область,"малые реки, озера, водохранилища",БПК5,0,2,6.0,8.0,ПДК,,,,,,,,
806,2009-03-31,65000000000,Свердловская область,р. Волга,Взвешенные вещества,0,3,16.0,29.0,ПДК,,,,,,,,
812,2009-03-31,65000000000,Свердловская область,р. Обь,Взвешенные вещества,0,20,11.0,43.0,ПДК,,,,,,,,
819,2009-03-31,94000000000,Удмуртская Республика,р. Волга,Взвешенные вещества,0,8,11.0,47.0,ПДК,,,,,,,,
820,2009-03-31,94000000000,Удмуртская Республика,р. Северная Двина,Взвешенные вещества,0,1,13.0,13.0,ПДК,,,,,,,,
824,2009-03-31,75000000000,Челябинская область,р. Обь,Взвешенные вещества,0,1,29.0,29.0,ПДК,,,,,,,,
829,2009-04-30,19000000000,Вологодская область,р. Северная Двина,БПК5,0,1,6.0,6.0,ПДК,,,,,,,,
830,2009-04-30,33000000000,Кировская область,р. Волга,Взвешенные вещества,0,11,17.0,44.0,ПДК,,,,,,,,
836,2009-04-30,37000000000,Курганская область,р. Обь,Взвешенные вещества,0,1,42.0,42.0,ПДК,,,,,,,,
845,2009-04-30,22000000000,Нижегородская область,р. Волга,Взвешенные вещества,0,5,13.0,23.0,ПДК,,,,,,,,
855,2009-04-30,57000000000,Пермский край,р. Волга,Взвешенные вещества,0,4,11.0,15.0,ПДК,,,,,,,,
861,2009-04-30,88000000000,Республика Марий Эл,р. Волга,Взвешенные вещества,0,2,14.0,18.0,ПДК,,,,,,,,
863,2009-04-30,98000000000,Республика Саха (Якутия),"малые реки, озера, водохранилища",ХПК,0,1,14.0,14.0,ПДК,,,,,,,,
864,2009-04-30,90000000000,Республика Северная Осетия-Алания,р. Терек,БПК5,0,1,13.0,13.0,ПДК,,,,,,,,
868,2009-04-30,65000000000,Свердловская область,р. Волга,Взвешенные вещества,0,4,12.0,38.0,ПДК,,,,,,,,
872,2009-04-30,65000000000,Свердловская область,р. Обь,Взвешенные вещества,0,15,10.0,38.0,ПДК,,,,,,,,
878,2009-04-30,94000000000,Удмуртская Республика,р. Волга,Взвешенные вещества,0,6,15.0,42.0,ПДК,,,,,,,,
886,2009-05-31,19000000000,Вологодская область,р. Северная Двина,БПК5,0,1,6.0,6.0,ПДК,,,,,,,,
887,2009-05-31,33000000000,Кировская область,р. Волга,Взвешенные вещества,0,28,10.0,46.0,ПДК,,,,,,,,
888,2009-05-31,33000000000,Кировская область,р. Северная Двина,Взвешенные вещества,0,2,12.0,37.0,ПДК,,,,,,,,
893,2009-05-31,37000000000,Курганская область,р. Обь,Взвешенные вещества,0,6,15.0,42.0,ПДК,,,,,,,,
894,2009-05-31,41000000000,Ленинградская область,"малые реки, озера, водохранилища",ХПК,0,1,11.0,11.0,ПДК,,,,,,,,
897,2009-05-31,46000000000,Московская область,р. Волга,БПК5,0,1,6.0,6.0,ПДК,,,,,,,,
900,2009-05-31,47000000000,Мурманская область,"малые реки, озера, водохранилища",БПК5,0,1,10.0,10.0,ПДК,,,,,,,,
904,2009-05-31,22000000000,Нижегородская область,р. Волга,Взвешенные вещества,0,2,17.0,23.0,ПДК,,,,,,,,
907,2009-05-31,57000000000,Пермский край,р. Волга,Взвешенные вещества,0,9,11.0,46.0,ПДК,,,,,,,,
909,2009-05-31,5000000000,Приморский край,р. Амур,БПК5,0,1,14.0,14.0,ПДК,,,,,,,,
912,2009-05-31,88000000000,Республика Марий Эл,р. Волга,Взвешенные вещества,0,1,14.0,14.0,ПДК,,,,,,,,
913,2009-05-31,90000000000,Республика Северная Осетия-Алания,р. Терек,БПК5,0,2,6.0,8.0,ПДК,,,,,,,,
915,2009-05-31,65000000000,Свердловская область,р. Волга,Взвешенные вещества,0,11,11.0,48.0,ПДК,,,,,,,,
916,2009-05-31,65000000000,Свердловская область,р. Кама,Взвешенные вещества,0,1,30.0,30.0,ПДК,,,,,,,,
920,2009-05-31,65000000000,Свердловская область,р. Обь,Взвешенные вещества,0,34,11.0,41.0,ПДК,,,,,,,,
924,2009-05-31,94000000000,Удмуртская Республика,р. Волга,Взвешенные вещества,0,8,13.0,49.0,ПДК,,,,,,,,
925,2009-05-31,94000000000,Удмуртская Республика,р. Северная Двина,Взвешенные вещества,0,1,45.0,45.0,ПДК,,,,,,,,
928,2009-05-31,8000000000,Хабаровский край,р. Амур,БПК5,0,1,9.0,9.0,ПДК,,,,,,,,
934,2009-06-30,10000000000,Амурская область,р. Амур,БПК5,0,1,6.0,6.0,ПДК,,,,,,,,
938,2009-06-30,19000000000,Вологодская область,р. Северная Двина,ХПК,0,1,11.0,11.0,ПДК,,,,,,,,
939,2009-06-30,19000000000,Вологодская область,р. Северная Двина,БПК5,0,2,14.0,18.0,ПДК,,,,,,,,
942,2009-06-30,33000000000,Кировская область,р. Волга,Взвешенные вещества,0,13,10.0,45.0,ПДК,,,,,,,,
947,2009-06-30,37000000000,Курганская область,р. Обь,Взвешенные вещества,0,4,11.0,41.0,ПДК,,,,,,,,
949,2009-06-30,46000000000,Московская область,р. Волга,БПК5,0,2,6.0,7.0,ПДК,,,,,,,,
