id,period,subject,municipality,settlement,oktmo,water_body,indicator,hazard_class,cnt_cases,value_min,value_max,unit,indicator,pdk_hazard_class,pdk_value,date_start,date_end,ingredient_npa,in_period,concentration_mg_l
2215,2012-08-31,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Марганец,4,1,74000.0,74000.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,740.0
2216,2012-08-31,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Железо общее,4,1,3630.0,3630.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,363.0
2217,2012-08-31,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Марганец,4,1,10800.0,10800.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,108.0
2218,2012-08-31,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Железо общее,4,1,57.0,57.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.7
2219,2012-08-31,Саратовская область,Пугачёвский район,г. Пугачев,63637101001,р. Большой Иргиз,Марганец,4,1,128.0,128.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.28
2220,2012-08-31,Сахалинская область,городской округ Охинский,г. Оха,64736000001,р. Охинка,Нефть и нефтепродукты,3,1,50.0,50.0,ПДК,Нефть и нефтепродукты,3,0.05,2010-01-18,2099-12-31,Росрыболовство-2010,true,2.5
2221,2012-08-31,Свердловская область,Нижнетуринский городской округ,г. Нижняя Тура,65715000001,вдхр. Нижнетуринское (р. Тура),Нефть и нефтепродукты,3,1,90.0,90.0,ПДК,Нефть и нефтепродукты,3,0.05,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.5
2222,2012-08-31,Свердловская область,Нижнетуринский городской округ,г. Нижняя Тура,65715000001,вдхр. Нижнетуринское (р. Тура),Нефть и нефтепродукты,3,1,100.0,100.0,ПДК,Нефть и нефтепродукты,3,0.05,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.0
2223,2012-08-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Цинк,3,1,50.0,50.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.5
2224,2012-08-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Медь,3,1,78.0,78.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.078
2225,2012-08-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Марганец,4,1,53.0,53.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.53
2226,2012-08-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Медь,3,1,69.0,69.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.069
2228,2012-08-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Нитрит-ионы,4э,1,86.0,86.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.72
2229,2012-08-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Нитрит-ионы,4э,1,88.0,88.0,ПДК,Нитрит-ионы,4э,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.76
2232,2012-08-31,Свердловская область,Берёзовский городской округ,г. Березовский,65731000001,р. Пышма,Растворенный кислород,0,1,0.78,0.78,мг/л,,,,,,,,0.78
2233,2012-08-31,Свердловская область,Берёзовский городской округ,г. Березовский,65731000001,р. Пышма,Марганец,4,1,109.0,109.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.09
2235,2012-08-31,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,179.0,179.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.79
2236,2012-08-31,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,345.0,345.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,3.45
2237,2012-08-31,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,744.0,744.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,7.44
2238,2012-08-31,Свердловская область,Ивдельский городской округ,г. Ивдель,65738000001,руч. Южный,Марганец,4,1,66.0,66.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.66
2239,2012-08-31,Свердловская область,Ивдельский городской округ,г. Ивдель,65738000001,руч. Южный,Цинк,3,1,53.0,53.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.53
2240,2012-08-31,Челябинская область,Южноуральский,г. Южноуральск,75764000001,р. Увелка,Растворенный кислород,0,1,1.49,1.49,мг/л,,,,,,,,1.49
2241,2012-08-31,Челябинская область,Южноуральский,г. Южноуральск,75764000001,р. Увелка,Сульфиды и сероводород,4,1,0.0099,0.0099,мг/л,Сульфиды и сероводород,4,0.05,2003-04-30,2021-01-27,СанПиН-2003,true,0.0099
2243,2012-09-30,Вологодская область,Сокольский район,г. Сокол,19638101001,р. Пельшма,Фенол,3,1,65.0,65.0,ПДК,Фенол,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.065
2244,2012-09-30,Вологодская область,Сокольский район,г. Сокол,19638101001,р. Пельшма,Растворенный кислород,0,1,0.59,0.59,мг/л,,,,,,,,0.59
2245,2012-09-30,Мурманская область,Городской округ город Кировск с подведомственной территорией,г. Кировск,47712000001,оз. Большой Вудъявр,Молибден,2,1,14.0,14.0,ПДК,Молибден,2,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.014
2246,2012-09-30,Мурманская область,Городской округ город Апатиты с подведомственной территорией,г. Апатиты,47705000001,р. Белая,Молибден,2,1,12.0,12.0,ПДК,Молибден,2,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.012
2247,2012-09-30,Оренбургская область,Медногорск,г. Медногорск,53715000001,р. Блява,Медь,3,1,57.0,57.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.057
2248,2012-09-30,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Железо общее,4,1,955.0,955.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,95.5
2249,2012-09-30,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Марганец,4,1,234.0,234.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,2.34
2250,2012-09-30,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Железо общее,4,1,135.0,135.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,13.5
2251,2012-09-30,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Марганец,4,1,69.0,69.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.6900000000000001
2252,2012-09-30,Самарская область,Безенчукский район,с. Прибой,36604436101,р. Чапаевка,ГХЦГ,1,1,7.0,7.0,ПДК,ГХЦГ,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,7.000000000000001E-5
2253,2012-09-30,Самарская область,Безенчукский район,с. Прибой,36604436101,р. Чапаевка,ГХЦГ,1,1,8.0,8.0,ПДК,ГХЦГ,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,8.0E-5
2254,2012-09-30,Самарская область,Безенчукский район,с. Прибой,36604436101,р. Чапаевка,ГХЦГ,1,1,6.0,6.0,ПДК,ГХЦГ,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,6.000000000000001E-5
2255,2012-09-30,Саратовская область,Пугачёвский район,г. Пугачев,63637101001,р. Большой Иргиз,Марганец,4,1,143.0,143.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.43
2256,2012-09-30,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Медь,3,1,52.0,52.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.052000000000000005
2257,2012-09-30,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Медь,3,1,60.0,60.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.06
2258,2012-09-30,Свердловская область,городской округ Первоуральск,г. Первоуральск,65753000001,р. Пахотка,Хром (VI),3,1,70.0,70.0,ПДК,Хром (VI),3,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.4000000000000001
2259,2012-09-30,Свердловская область,городской округ Первоуральск,г. Первоуральск,65753000001,р. Пахотка,Хром (VI),3,1,75.0,75.0,ПДК,Хром (VI),3,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.5
2260,2012-09-30,Свердловская область,городской округ Первоуральск,г. Первоуральск,65753000001,р. Пахотка,Хром (VI),3,1,75.0,75.0,ПДК,Хром (VI),3,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.5
2261,2012-09-30,Свердловская область,городской округ Первоуральск,г. Первоуральск,65753000001,р. Пахотка,Хром (VI),3,1,68.0,68.0,ПДК,Хром (VI),3,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.36
2262,2012-09-30,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,733.0,733.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,7.33
2263,2012-09-30,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,203.0,203.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,2.0300000000000002
2264,2012-09-30,Свердловская область,городской округ Первоуральск,г. Первоуральск,65753000001,р. Талица,Хром (VI),3,1,80.0,80.0,ПДК,Хром (VI),3,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.6
2265,2012-09-30,Свердловская область,городской округ Первоуральск,г. Первоуральск,65753000001,р. Талица,Хром (VI),3,1,77.0,77.0,ПДК,Хром (VI),3,0.02,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.54
2266,2012-09-30,Свердловская область,Ивдельский городской округ,г. Ивдель,65738000001,руч. Южный (приток р. Тальтия),Медь,3,1,87.0,87.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.08700000000000001
2267,2012-10-31,Кировская область,Киров,д. Рубцы,33701000581,пруд,Аммоний-ион,4,1,185.0,185.0,ПДК,Аммоний-ион,4,0.4,2010-01-18,2099-12-31,Росрыболовство-2010,true,74.0
2269,2012-10-31,Мурманская область,Городской округ город Кировск с подведомственной территорией,г. Кировск,47712000001,оз. Большой Вудъявр,Молибден,2,1,13.0,13.0,ПДК,Молибден,2,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.013000000000000001
2270,2012-10-31,Мурманская область,Городской округ город Апатиты с подведомственной территорией,г. Апатиты,47705000001,р. Белая,Молибден,2,1,10.0,10.0,ПДК,Молибден,2,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.01
2271,2012-10-31,Мурманская область,Печенгский муниципальный район,пгт. Никель,47515000051,р. Колос-Йоки,Ртуть,1,1,6.0,6.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,6.000000000000001E-5
2272,2012-10-31,Мурманская область,Городской округ город Мончегорск с подведомственной территорией,г. Мончегорск,47715000111,р. Нюдуай,Ртуть,1,1,7.0,7.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,7.000000000000001E-5
2273,2012-10-31,Оренбургская область,Медногорск,г. Медногорск,53715000001,р. Блява,Медь,3,1,276.0,276.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.276
2274,2012-10-31,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кедровка,Железо общее,4,1,773.0,773.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,77.30000000000001
2275,2012-10-31,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Марганец,4,1,173.0,173.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.73
2276,2012-10-31,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Марганец,4,1,63.0,63.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.63
2277,2012-10-31,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Железо общее,4,1,170.0,170.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,17.0
2278,2012-10-31,Самарская область,Безенчукский район,с. Прибой,36604436101,р. Чапаевка,ГХЦГ,1,1,8.0,8.0,ПДК,ГХЦГ,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,8.0E-5
2279,2012-10-31,Самарская область,Безенчукский район,с. Прибой,36604436101,р. Чапаевка,ГХЦГ,1,1,8.0,8.0,ПДК,ГХЦГ,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,8.0E-5
2280,2012-10-31,Самарская область,Безенчукский район,с. Прибой,36604436101,р. Чапаевка,ГХЦГ,1,1,9.0,9.0,ПДК,ГХЦГ,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,9.0E-5
2281,2012-10-31,Самарская область,Безенчукский район,с. Прибой,36604436101,р. Чапаевка,ГХЦГ,1,1,5.0,5.0,ПДК,ГХЦГ,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.0E-5
2282,2012-10-31,Саратовская область,Пугачёвский район,г. Пугачев,63637101001,р. Большой Иргиз,Марганец,4,1,104.0,104.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.04
2283,2012-10-31,Сахалинская область,городской округ Охинский,г. Оха,64736000001,р. Охинка,Нефть и нефтепродукты,3,1,100.0,100.0,ПДК,Нефть и нефтепродукты,3,0.05,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.0
2284,2012-10-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Марганец,4,1,77.0,77.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.77
2285,2012-10-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Медь,3,1,74.0,74.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.074
2286,2012-10-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Медь,3,1,64.0,64.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.064
2293,2012-10-31,Свердловская область,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,р. Салда,Марганец,4,1,56.0,56.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.56
2294,2012-10-31,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,101.0,101.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.01
2295,2012-10-31,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,59.0,59.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.59
2296,2012-10-31,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,541.0,541.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.41
2297,2012-10-31,Тюменская область,Уватский район,с. Демьянское,71648415101,р. Демьянка,Нефть и нефтепродукты,3,1,100.0,100.0,ПДК,Нефть и нефтепродукты,3,0.05,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.0
2298,2012-10-31,Челябинская область,Карабашский,г. Карабаш,75715000001,вдхр. Аргазинское,Марганец,4,1,59.0,59.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.59
2300,2012-11-30,Мурманская область,Печенгский муниципальный район,пгт. Никель,47515000051,р. Колос-Йоки,Никель,3,1,51.0,51.0,ПДК,Никель,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.51
2302,2012-11-30,Мурманская область,Печенгский муниципальный район,г. Заполярный,47615103001,р. Хаукилампийоки,Ртуть,1,1,6.0,6.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,6.000000000000001E-5
2303,2012-11-30,Новосибирская область,Новосибирск,г. Новосибирск,50701000001,р. Плющиха,Марганец,4,1,138.0,138.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.3800000000000001
2304,2012-11-30,Оренбургская область,Медногорск,г. Медногорск,53715000001,р. Блява,Медь,3,1,54.0,54.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.054
2306,2012-11-30,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Марганец,4,1,367.0,367.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,3.67
2307,2012-11-30,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Железо общее,4,1,1670.0,1670.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,167.0
2308,2012-11-30,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Железо общее,4,1,219.0,219.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,21.900000000000002
2309,2012-11-30,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Марганец,4,1,80.0,80.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.8
2310,2012-11-30,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Цинк,3,1,67.0,67.0,ПДК,Цинк,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.67
2311,2012-11-30,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Медь,3,1,64.0,64.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.064
2312,2012-11-30,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Медь,3,1,81.0,81.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.081
2313,2012-11-30,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Марганец,4,1,73.0,73.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.73
2314,2012-11-30,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Марганец,4,1,76.0,76.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.76
2316,2012-11-30,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,122.0,122.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.22
2317,2012-11-30,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,157.0,157.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.57
2318,2012-11-30,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,859.0,859.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,8.59
2319,2012-11-30,Челябинская область,Златоустовский,г. Златоуст,75712000001,р. Тесьма,Нефть и нефтепродукты,3,1,100.0,100.0,ПДК,Нефть и нефтепродукты,3,0.05,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.0
2322,2012-12-31,Курганская область,Далматовский район,с. Першинское,37608467101,р. Теча,Марганец,4,1,56.0,56.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.56
2323,2012-12-31,Мурманская область,Печенгский муниципальный район,пгт. Никель,47515000051,прот. из оз. Куэтс-Ярви,Ртуть,1,1,5.0,5.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.0E-5
2324,2012-12-31,Мурманская область,Печенгский муниципальный район,пгт. Никель,47515000051,прот. из оз. Куэтс-Ярви,Никель,3,1,67.0,67.0,ПДК,Никель,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.67
2325,2012-12-31,Мурманская область,Печенгский муниципальный район,пгт. Никель,47515000051,р. Колос-Йоки,Никель,3,1,70.0,70.0,ПДК,Никель,3,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.7000000000000001
2326,2012-12-31,Мурманская область,Печенгский муниципальный район,г. Заполярный,47615103001,р. Хаукилампийоки,Ртуть,1,1,6.0,6.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,6.000000000000001E-5
2327,2012-12-31,Оренбургская область,Медногорск,г. Медногорск,53715000001,р. Блява,Медь,3,1,236.0,236.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.23600000000000002
2329,2012-12-31,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Марганец,4,1,583.0,583.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.83
2330,2012-12-31,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Железо общее,4,1,2380.0,2380.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,238.0
2331,2012-12-31,Пермский край,Губаха,г. Губаха,57717000001,р. Косьва,Железо общее,4,1,86.0,86.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,8.6
2333,2012-12-31,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Марганец,4,1,174.0,174.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.74
2334,2012-12-31,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Железо общее,4,1,157.0,157.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,15.700000000000001
2335,2012-12-31,Сахалинская область,городской округ Охинский,г. Оха,64736000001,р. Охинка,Нефть и нефтепродукты,3,1,100.0,100.0,ПДК,Нефть и нефтепродукты,3,0.05,2010-01-18,2099-12-31,Росрыболовство-2010,true,5.0
2336,2012-12-31,Сахалинская область,Поронайский городской округ,г. Поронайск,64740000001,р. Поронай,Кадмий,2,1,17.0,17.0,ПДК,Кадмий,2,0.005,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.085
2337,2012-12-31,Сахалинская область,Поронайский городской округ,г. Поронайск,64740000001,р. Черная,Кадмий,2,1,10.0,10.0,ПДК,Кадмий,2,0.005,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.05
2338,2012-12-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Марганец,4,1,58.0,58.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.58
2339,2012-12-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Железо общее,4,1,60.0,60.0,ПДК,Железо общее,4,0.1,2010-01-18,2099-12-31,Росрыболовство-2010,true,6.0
2340,2012-12-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Медь,3,1,86.0,86.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.08600000000000001
2341,2012-12-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Медь,3,1,97.0,97.0,ПДК,Медь,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.097
2342,2012-12-31,Свердловская область,городской округ Красноуральск,г. Красноуральск,65746000001,р. Айва,Марганец,4,1,59.0,59.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.59
2346,2012-12-31,Свердловская область,городской округ Верхотурский,с. Прокопьевская Салда,65709000346,р. Салда,Марганец,4,1,55.0,55.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.55
2347,2012-12-31,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,271.0,271.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,2.71
2348,2012-12-31,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,494.0,494.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,4.94
2349,2012-12-31,Свердловская область,Полевской городской округ,г. Полевской,65754000001,р. Северушка,Марганец,4,1,190.0,190.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.9000000000000001
2350,2012-12-31,Свердловская область,городской округ Первоуральск,г. Первоуральск,65753000001,р. Чусовая,Марганец,4,1,61.0,61.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.61
2351,2012-12-31,Челябинская область,Карабашский,г. Карабаш,75715000001,вдхр. Аргазинское,Марганец,4,1,64.0,64.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.64
2352,2013-01-31,Вологодская область,Сокольский район,г. Сокол,19638101001,р. Пельшма,Фенол,3,1,114.0,114.0,ПДК,Фенол,3,0.001,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.114
2353,2013-01-31,Вологодская область,Сокольский район,г. Сокол,19638101001,р. Пельшма,Лигносульфонаты,4,1,55.0,55.0,ПДК,Лигносульфонаты,4,2.0,2010-01-18,2099-12-31,Росрыболовство-2010,true,110.0
2355,2013-01-31,Курганская область,Курган,г. Курган,37701000001,р. Тобол,Марганец,4,1,81.0,81.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.81
2356,2013-01-31,Курганская область,Звериноголовский район,с. Звериноголовское,37609418101,р. Тобол,Марганец,4,1,52.0,52.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,0.52
2357,2013-01-31,Курганская область,Целинный район,с. Усть-Уйское,37634448101,р. Уй,Марганец,4,1,173.0,173.0,ПДК,Марганец,4,0.01,2010-01-18,2099-12-31,Росрыболовство-2010,true,1.73
2358,2013-01-31,Мурманская область,Печенгский муниципальный район,пгт. Никель,47515000051,прот. из оз. Куэтс-Ярви,Ртуть,1,1,8.0,8.0,ПДК,Ртуть,1,1.0E-5,2010-01-18,2099-12-31,Росрыболовство-2010,true,8.0E-5
