id,period,subject,municipality,settlement,oktmo,water_body,indicator,hazard_class,cnt_cases,value_min,value_max,unit,indicator,pdk_hazard_class,pdk_value,date_start,date_end,ingredient_npa,in_period,concentration_mg_l
1,2008-01-31,Камчатский край,Усть-Камчатский район,п. Козыревск,30619405101,р. Камчатка,Кадмий,2,1,6.0,6.0,ПДК,Кадмий,2,0.001,2003-04-30,2021-01-27,СанПиН-2003,true,0.006
2,2008-01-31,Курганская область,Курган,г. Курган,37701000001,вдхр. Курганское,Марганец,4,1,60.0,60.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.6
3,2008-01-31,Московская область,Королёв,г. Королев,46734000001,"ручей, впадающий в реку Клязьму",Нефть и нефтепродукты,3,8,71.0,100.0,ПДК,Нефть и нефтепродукты,3,0.05,1999-04-28,2010-01-17,Госкомрыболовство-99,true,5.0
4,2008-01-31,Мурманская область,Печенгский муниципальный район,пгт. Никель,47515000051,р. Колос-Йоки,Никель,3,1,60.0,60.0,ПДК,Никель,3,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.6
6,2008-01-31,Омская область,Крутинский район,рп. Крутинка,52626151051,оз. Ик,Марганец,4,1,85.0,85.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.85
7,2008-01-31,Омская область,Усть-Ишимский район,с. Усть-Ишим,52657432101,р. Ишим,Марганец,4,1,54.0,54.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.54
8,2008-01-31,Оренбургская область,Медногорск,г. Медногорск,53715000001,р. Блява,Медь,3,1,155.0,155.0,ПДК,Медь,3,1.0,2003-04-30,2021-01-27,СанПиН-2003,true,155.0
10,2008-01-31,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Марганец,4,1,895.0,895.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,8.950000000000001
11,2008-01-31,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Железо общее,4,1,2890.0,2890.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,289.0
12,2008-01-31,Пермский край,Губаха,г. Губаха,57717000001,р. Косьва,Железо общее,4,1,73.0,73.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,7.300000000000001
13,2008-01-31,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Марганец,4,1,135.0,135.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.35
14,2008-01-31,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Железо общее,4,1,180.0,180.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,18.0
15,2008-01-31,Сахалинская область,городской округ Город Южно-Сахалинск,г. Южно-Сахалинск,64701000001,р. Сусуя,Сульфиды и сероводород,4,1,8.0E-4,8.0E-4,мг/л,Сульфиды и сероводород,4,0.05,2003-04-30,2021-01-27,СанПиН-2003,true,8.0E-4
16,2008-01-31,Сахалинская область,Поронайский городской округ,г. Поронайск,64740000001,р. Черная,Марганец,4,1,68.0,68.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.68
17,2008-01-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Исеть,Нитрит-ионы,4э,1,73.0,73.0,ПДК,Нитрит-ионы,4э,0.02,2016-12-13,2099-12-31,Минсельхоз-2016,false,1.46
19,2008-01-31,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Нитрит-ионы,4э,1,128.0,128.0,ПДК,Нитрит-ионы,4э,0.02,2016-12-13,2099-12-31,Минсельхоз-2016,false,2.56
20,2008-01-31,Свердловская область,город Каменск-Уральский,г. Каменск-Уральский,65740000001,р. Исеть,Нитрит-ионы,4э,1,75.0,75.0,ПДК,Нитрит-ионы,4э,0.02,2016-12-13,2099-12-31,Минсельхоз-2016,false,1.5
21,2008-01-31,Свердловская область,Белоярский городской округ,с. Колюткино,65706000201,р. Исеть,Нитрит-ионы,4э,1,184.0,184.0,ПДК,Нитрит-ионы,4э,0.02,2016-12-13,2099-12-31,Минсельхоз-2016,false,3.68
22,2008-01-31,Свердловская область,Невьянский городской округ,г. Невьянск,65714000001,р. Нейва,Марганец,4,1,55.0,55.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.55
23,2008-01-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Патрушиха,Марганец,4,1,76.0,76.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.76
24,2008-01-31,Свердловская область,Берёзовский городской округ,г. Березовский,65731000001,р. Пышма,Марганец,4,1,79.0,79.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.79
25,2008-01-31,Свердловская область,Берёзовский городской округ,г. Березовский,65731000001,р. Пышма,Нитрит-ионы,4э,1,116.0,116.0,ПДК,Нитрит-ионы,4э,0.02,2016-12-13,2099-12-31,Минсельхоз-2016,false,2.32
26,2008-01-31,Свердловская область,городской округ Верхний Тагил,г. Верхний Тагил,65733000001,р. Тагил,Марганец,4,1,77.0,77.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.77
27,2008-01-31,Свердловская область,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,р. Тура,Марганец,4,1,62.0,62.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.62
28,2008-01-31,Свердловская область,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,р. Тура,Растворенный кислород,0,1,1.19,1.19,мг/л,,,,,,,,1.19
29,2008-01-31,Свердловская область,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,р. Тура,Марганец,4,1,52.0,52.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.52
30,2008-01-31,Тюменская область,Салехард,г. Салехард,71951000001,р. Полуй,Растворенный кислород,0,1,1.95,1.95,мг/л,,,,,,,,1.95
31,2008-01-31,Тюменская область,Пуровский муниципальный район,пгт. Уренгой,71920159051,р. Пур,Железо общее,4,1,69.0,69.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,6.9
32,2008-02-29,Вологодская область,Сокольский район,г. Сокол,19638101001,р. Пельшма,Лигносульфонаты,4,1,84.0,84.0,ПДК,Лигносульфонаты,4,2.0,2016-12-13,2099-12-31,Минсельхоз-2016,false,168.0
34,2008-02-29,Кемеровская область - Кузбасс,Гурьевский район,г. Гурьевск,32502000001,р. Малый Бачат,Марганец,4,1,50.0,50.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.5
35,2008-02-29,Курганская область,Курган,г. Курган,37701000001,вдхр. Курганское,Марганец,4,1,92.0,92.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.92
36,2008-02-29,Курганская область,Курган,г. Курган,37701000001,р. Тобол,Марганец,4,1,70.0,70.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.7000000000000001
37,2008-02-29,Курганская область,Курган,г. Курган,37701000001,р. Тобол,Марганец,4,1,68.0,68.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.68
38,2008-02-29,Курганская область,Белозерский район,с. Белозерское,37604408101,р. Тобол,Марганец,4,1,54.0,54.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.54
39,2008-02-29,Курганская область,Звериноголовский район,с. Звериноголовское,37609418101,р. Тобол,Марганец,4,1,100.0,100.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.0
40,2008-02-29,Московская область,Королёв,г. Королев,46734000001,"ручей, впадающий в реку Клязьму",Нефть и нефтепродукты,3,3,72.0,90.0,ПДК,Нефть и нефтепродукты,3,0.05,1999-04-28,2010-01-17,Госкомрыболовство-99,true,4.5
41,2008-02-29,Мурманская область,Печенгский муниципальный район,пгт. Никель,47515000051,р. Колос-Йоки,Никель,3,1,59.0,59.0,ПДК,Никель,3,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.59
42,2008-02-29,Омская область,Калачинский район,г. Калачинск,52618101001,р. Омь,Марганец,4,1,60.0,60.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.6
43,2008-02-29,Омская область,Калачинский район,г. Калачинск,52618101001,р. Омь,Марганец,4,1,62.0,62.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.62
44,2008-02-29,Омская область,Тарский район,с. Васисс,52654407101,р. Шиш,Марганец,4,1,100.0,100.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.0
45,2008-02-29,Оренбургская область,Медногорск,г. Медногорск,53715000001,р. Блява,Медь,3,1,109.0,109.0,ПДК,Медь,3,1.0,2003-04-30,2021-01-27,СанПиН-2003,true,109.0
46,2008-02-29,Пермский край,Соликамск,г. Соликамск,57730000001,вдхр. Камское,Марганец,4,1,56.0,56.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.56
49,2008-02-29,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Железо общее,4,1,2660.0,2660.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,266.0
50,2008-02-29,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Марганец,4,1,750.0,750.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,7.5
51,2008-02-29,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Марганец,4,1,150.0,150.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.5
52,2008-02-29,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Железо общее,4,1,277.0,277.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,27.700000000000003
53,2008-02-29,Приморский край,Артёмовский,г. Артем,5705000001,р. Кневичанка,Сульфиды и сероводород,4,1,0.0045,0.0045,мг/л,Сульфиды и сероводород,4,0.05,2003-04-30,2021-01-27,СанПиН-2003,true,0.0045
54,2008-02-29,Сахалинская область,Поронайский городской округ,г. Поронайск,64740000001,р. Поронай,Кадмий,2,1,18.0,18.0,ПДК,Кадмий,2,0.001,2003-04-30,2021-01-27,СанПиН-2003,true,0.018000000000000002
55,2008-02-29,Свердловская область,Ирбитское муниципальное образование,г. Ирбит,65739000,р. Ирбит,Марганец,4,1,52.0,52.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.52
57,2008-02-29,Свердловская область,Невьянский городской округ,г. Невьянск,65714000001,р. Нейва,Марганец,4,1,61.0,61.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.61
58,2008-02-29,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Патрушиха,Марганец,4,1,68.0,68.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.68
59,2008-02-29,Свердловская область,Тавдинский городской округ,г. Тавда,65723000001,р. Тавда,Марганец,4,1,71.0,71.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.71
60,2008-02-29,Свердловская область,Тавдинский городской округ,г. Тавда,65723000001,р. Тавда,Марганец,4,1,140.0,140.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.4000000000000001
61,2008-02-29,Свердловская область,городской округ Верхний Тагил,г. Верхний Тагил,65733000001,р. Тагил,Марганец,4,1,65.0,65.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.65
62,2008-02-29,Свердловская область,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,р. Тура,Марганец,4,1,51.0,51.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.51
63,2008-02-29,Тюменская область,Тобольский район,д. Чукманка,71642420131,р. Аремзянка,Марганец,4,1,72.0,72.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.72
64,2008-02-29,Тюменская область,Пуровский муниципальный район,пгт. Уренгой,71920159051,р. Пур,Железо общее,4,1,62.0,62.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,6.2
65,2008-02-29,Тюменская область,Тобольск,г. Тобольск,71710000001,р. Тобол,Марганец,4,1,51.0,51.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.51
66,2008-02-29,Тюменская область,Заводоуковский район,г. Заводоуковск,71703000001,р. Ук,Марганец,4,1,65.0,65.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.65
67,2008-02-29,Челябинская область,Целинный район,с. Усть-Уйское,37634448101,р. Уй,Марганец,4,1,59.0,59.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.59
68,2008-03-31,Амурская область,Райчихинск,г. Райчихинск,10720000001,р. Кивда,Марганец,4,1,62.0,62.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.62
69,2008-03-31,Архангельская область,Архангельск,г. Архангельск,11701000001,прот. Кузнечиха реки Северная Двина,Ртуть,1,1,46.0,46.0,ПДК,Ртуть,1,5.0E-4,2003-04-30,2021-01-27,СанПиН-2003,true,0.023
70,2008-03-31,Архангельская область,Архангельск,г. Архангельск,11701000001,прот. Кузнечиха реки Северная Двина,Ртуть,1,1,40.0,40.0,ПДК,Ртуть,1,5.0E-4,2003-04-30,2021-01-27,СанПиН-2003,true,0.02
71,2008-03-31,Архангельская область,Лешуконский муниципальный район,д. Малая Нисогора,11638408126,р. Мезень,Марганец,4,1,146.0,146.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.46
72,2008-03-31,Архангельская область,Онежский муниципальный район,с. Порог,11646436101,р. Онега,Марганец,4,1,122.0,122.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.22
73,2008-03-31,Архангельская область,Новодвинск,г. Новодвинск,11715000001,р. Северная Двина,Ртуть,1,1,12.0,12.0,ПДК,Ртуть,1,5.0E-4,2003-04-30,2021-01-27,СанПиН-2003,true,0.006
74,2008-03-31,Архангельская область,Новодвинск,г. Новодвинск,11715000001,р. Северная Двина,Ртуть,1,1,25.0,25.0,ПДК,Ртуть,1,5.0E-4,2003-04-30,2021-01-27,СанПиН-2003,true,0.0125
75,2008-03-31,Архангельская область,Приморский муниципальный район,д. Трепузово,11652406246,р. Северная Двина,Ртуть,1,1,13.0,13.0,ПДК,Ртуть,1,5.0E-4,2003-04-30,2021-01-27,СанПиН-2003,true,0.006500000000000001
76,2008-03-31,Архангельская область,Приморский муниципальный район,п. Уемский,11652466101,р. Уемлянка,Ртуть,1,1,233.0,233.0,ПДК,Ртуть,1,5.0E-4,2003-04-30,2021-01-27,СанПиН-2003,true,0.1165
80,2008-03-31,Камчатский край,Усть-Камчатский район,п. Козыревск,30619405101,р. Камчатка,Кадмий,2,1,6.0,6.0,ПДК,Кадмий,2,0.001,2003-04-30,2021-01-27,СанПиН-2003,true,0.006
81,2008-03-31,Красноярский край,Минусинский район,с. Большая Иня,4633402106,оз. Большое Кызыкульское,Сульфиды и сероводород,4,1,0.082,0.082,мг/л,Сульфиды и сероводород,4,0.05,2003-04-30,2021-01-27,СанПиН-2003,true,0.082
82,2008-03-31,Курганская область,Курган,г. Курган,37701000001,вдхр. Курганское,Марганец,4,1,120.0,120.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.2
83,2008-03-31,Курганская область,Курган,г. Курган,37701000001,р. Тобол,Марганец,4,1,72.0,72.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.72
84,2008-03-31,Курганская область,Курган,г. Курган,37701000001,р. Тобол,Марганец,4,1,88.0,88.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.88
85,2008-03-31,Курганская область,Белозерский район,с. Белозерское,37604408101,р. Тобол,Марганец,4,1,60.0,60.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.6
86,2008-03-31,Курганская область,Звериноголовский район,с. Звериноголовское,37609418101,р. Тобол,Марганец,4,1,56.0,56.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.56
87,2008-03-31,Мурманская область,Городской округ город Кировск с подведомственной территорией,г. Кировск,47712000001,оз. Большой Вудъявр,Молибден,2,1,10.0,10.0,ПДК,Молибден,2,0.001,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.01
88,2008-03-31,Мурманская область,Печенгский муниципальный район,пгт. Никель,47515000051,р. Колос-Йоки,Никель,3,1,56.0,56.0,ПДК,Никель,3,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.56
89,2008-03-31,Новосибирская область,Новосибирск,г. Новосибирск,50701000001,р. Каменка,Сульфиды и сероводород,4,1,7.1E-4,7.1E-4,мг/л,Сульфиды и сероводород,4,0.05,2003-04-30,2021-01-27,СанПиН-2003,true,7.1E-4
90,2008-03-31,Новосибирская область,Новосибирск,г. Новосибирск,50701000001,р. Каменка,Нефть и нефтепродукты,3,1,100.0,100.0,ПДК,Нефть и нефтепродукты,3,0.05,1999-04-28,2010-01-17,Госкомрыболовство-99,true,5.0
91,2008-03-31,Новосибирская область,Новосибирск,г. Новосибирск,50701000001,р. Тула,Нефть и нефтепродукты,3,1,70.0,70.0,ПДК,Нефть и нефтепродукты,3,0.05,1999-04-28,2010-01-17,Госкомрыболовство-99,true,3.5
92,2008-03-31,Омская область,Муромцевский район,с. Костино,52634417101,р. Артынка,Марганец,4,1,63.0,63.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.63
93,2008-03-31,Омская область,Калачинский район,г. Калачинск,52618101001,р. Омь,Марганец,4,1,126.0,126.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.26
94,2008-03-31,Омская область,Калачинский район,г. Калачинск,52618101001,р. Омь,Марганец,4,1,128.0,128.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.28
95,2008-03-31,Омская область,Омск,г. Омск,52701000001,р. Омь,Марганец,4,1,81.0,81.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.81
96,2008-03-31,Омская область,Омск,г. Омск,52701000001,р. Омь,Марганец,4,1,81.0,81.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.81
97,2008-03-31,Омская область,Муромцевский район,рп. Муромцево,52634151051,р. Тара,Марганец,4,1,82.0,82.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.8200000000000001
98,2008-03-31,Оренбургская область,Медногорск,г. Медногорск,53715000001,р. Блява,Медь,3,1,146.0,146.0,ПДК,Медь,3,1.0,2003-04-30,2021-01-27,СанПиН-2003,true,146.0
101,2008-03-31,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Железо общее,4,1,2380.0,2380.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,238.0
102,2008-03-31,Пермский край,Кизеловский район,г. Кизел,57719000001,р. Кизел,Марганец,4,1,717.0,717.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,7.17
103,2008-03-31,Пермский край,Губаха,г. Губаха,57717000001,р. Косьва,Железо общее,4,1,58.0,58.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,5.800000000000001
104,2008-03-31,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Железо общее,4,1,286.0,286.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,28.6
105,2008-03-31,Пермский край,Александровский район,рп. Всеволодо-Вильва,57605154051,р. Северная Вильва,Марганец,4,1,146.0,146.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.46
106,2008-03-31,Пермский край,Чусовской район,г. Чусовой,57758000001,р. Чусовая,Марганец,4,1,65.0,65.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.65
107,2008-03-31,Сахалинская область,городской округ Город Южно-Сахалинск,г. Южно-Сахалинск,64701000001,р. Красносельская,Нитрит-ионы,4э,1,73.0,73.0,ПДК,Нитрит-ионы,4э,0.02,2016-12-13,2099-12-31,Минсельхоз-2016,false,1.46
108,2008-03-31,Сахалинская область,городской округ Охинский,г. Оха,64736000001,р. Охинка,Нефть и нефтепродукты,3,1,98.0,98.0,ПДК,Нефть и нефтепродукты,3,0.05,1999-04-28,2010-01-17,Госкомрыболовство-99,true,4.9
109,2008-03-31,Сахалинская область,городской округ Город Южно-Сахалинск,г. Южно-Сахалинск,64701000001,р. Сусуя,Сульфиды и сероводород,4,1,0.002,0.002,мг/л,Сульфиды и сероводород,4,0.05,2003-04-30,2021-01-27,СанПиН-2003,true,0.002
110,2008-03-31,Свердловская область,Невьянский городской округ,г. Невьянск,65714000001,р. Нейва,Марганец,4,1,66.0,66.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.66
111,2008-03-31,Свердловская область,Невьянский городской округ,г. Невьянск,65714000001,р. Нейва,Марганец,4,1,57.0,57.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.5700000000000001
112,2008-03-31,Свердловская область,муниципальное образование «город Екатеринбург»,г. Екатеринбург,65701000001,р. Патрушиха,Марганец,4,1,69.0,69.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.6900000000000001
113,2008-03-31,Свердловская область,Тавдинский городской округ,г. Тавда,65723000001,р. Тавда,Марганец,4,1,190.0,190.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.9000000000000001
114,2008-03-31,Свердловская область,Тавдинский городской округ,г. Тавда,65723000001,р. Тавда,Марганец,4,1,130.0,130.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.3
115,2008-03-31,Свердловская область,городской округ Верхний Тагил,г. Верхний Тагил,65733000001,р. Тагил,Марганец,4,1,60.0,60.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.6
116,2008-03-31,Свердловская область,Слободо-Туринский муниципальный район,с. Тимофеево,65639460161,р. Тура,Марганец,4,1,56.0,56.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.56
117,2008-03-31,Тюменская область,Тобольск,г. Тобольск,71710000001,р. Иртыш,Нефть и нефтепродукты,3,1,70.0,70.0,ПДК,Нефть и нефтепродукты,3,0.05,1999-04-28,2010-01-17,Госкомрыболовство-99,true,3.5
118,2008-03-31,Тюменская область,Салехард,г. Салехард,71951000001,р. Обь,Растворенный кислород,0,1,1.93,1.93,мг/л,,,,,,,,1.93
119,2008-03-31,Тюменская область,Салехард,г. Салехард,71951000001,р. Полуй,Растворенный кислород,0,1,1.61,1.61,мг/л,,,,,,,,1.61
120,2008-03-31,Тюменская область,Салехард,г. Салехард,71951000001,р. Полуй,Растворенный кислород,0,1,1.93,1.93,мг/л,,,,,,,,1.93
121,2008-03-31,Тюменская область,Пуровский муниципальный район,пгт. Уренгой,71920159051,р. Пур,Марганец,4,1,75.0,75.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.75
122,2008-03-31,Хабаровский край,имени Полины Осипенко,нп. Гидрологический Пост Тимченко,8637000,р. Нимелен,Железо общее,4,1,68.0,68.0,ПДК,Железо общее,4,0.1,1999-04-28,2010-01-17,Госкомрыболовство-99,true,6.800000000000001
124,2008-04-30,Архангельская область,Лешуконский муниципальный район,д. Малая Нисогора,11638408126,р. Мезень,Марганец,4,1,170.0,170.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,1.7
125,2008-04-30,Камчатский край,Усть-Камчатский район,п. Козыревск,30619405101,р. Камчатка,Кадмий,2,1,6.0,6.0,ПДК,Кадмий,2,0.001,2003-04-30,2021-01-27,СанПиН-2003,true,0.006
126,2008-04-30,Кемеровская область - Кузбасс,Гурьевский район,г. Гурьевск,32502000001,р. Малый Бачат,Цинк,3,1,78.0,78.0,ПДК,Цинк,3,1.0,2003-04-30,2021-01-27,СанПиН-2003,true,78.0
127,2008-04-30,Кемеровская область - Кузбасс,Гурьевский район,г. Гурьевск,32502000001,р. Малый Бачат,Цинк,3,1,59.0,59.0,ПДК,Цинк,3,1.0,2003-04-30,2021-01-27,СанПиН-2003,true,59.0
128,2008-04-30,Кемеровская область - Кузбасс,Гурьевский район,г. Гурьевск,32502000001,р. Малый Бачат,Марганец,4,1,55.0,55.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.55
130,2008-04-30,Курганская область,Белозерский район,с. Белозерское,37604408101,р. Тобол,Марганец,4,1,66.0,66.0,ПДК,Марганец,4,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.66
132,2008-04-30,Мурманская область,Городской округ город Кировск с подведомственной территорией,г. Кировск,47712000001,оз. Большой Вудъявр,Молибден,2,1,13.0,13.0,ПДК,Молибден,2,0.001,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.013000000000000001
133,2008-04-30,Мурманская область,Городской округ город Апатиты с подведомственной территорией,г. Апатиты,47705000001,р. Белая,Молибден,2,1,12.0,12.0,ПДК,Молибден,2,0.001,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.012
134,2008-04-30,Мурманская область,Печенгский муниципальный район,пгт. Никель,47515000051,р. Колос-Йоки,Никель,3,1,61.0,61.0,ПДК,Никель,3,0.01,1999-04-28,2010-01-17,Госкомрыболовство-99,true,0.61
135,2008-04-30,Мурманская область,Печенгский муниципальный район,нп. Луостари,47615406116,р. Нама-Йоки,Дитиофосфат крезиловый,4,1,60.0,60.0,ПДК,Дитиофосфат крезиловый,4,0.001,2003-04-30,2021-01-27,СанПиН-2003,true,0.06
136,2008-04-30,Мурманская область,Городской округ город Мончегорск с подведомственной территорией,г. Мончегорск,47715000111,р. Нюдуай,Медь,3,1,84.0,84.0,ПДК,Медь,3,1.0,2003-04-30,2021-01-27,СанПиН-2003,true,84.0
137,2008-04-30,Мурманская область,Печенгский муниципальный район,нп. Корзуново,47615406101,р. Печенга,Дитиофосфат крезиловый,4,1,50.0,50.0,ПДК,Дитиофосфат крезиловый,4,0.001,2003-04-30,2021-01-27,СанПиН-2003,true,0.05
